enzyme_id,enzyme_ecnum,reaction_id,Gene-reaction-association
297,2.4.1.17,6335,''
298,2.4.1.174,1927,'(2584.1) or (2585.2) or (2585.1)'
299,2.4.1.175,1929,'(55790.1) or (79586.1) and (22856.1) or (55454.1) or (337876.1)'
299,2.4.1.175,1930,'(55790.1) or (79586.1) and (22856.1) or (55454.1) or (337876.1)'
299,2.4.1.175,1931,'(55790.1) or (79586.1) and (22856.1) or (55454.1) or (337876.1)'
299,2.4.1.175,1928,'(55790.1) or (55454.1)'
300,2.4.1.18,2017,'(5476.1) and (2720.1) and (2588.1) and (4758.1) or (5476.1) and (2720.1)'
301,2.4.1.198,3018,''
302,2.4.1.201,2469,'(4248.1)'
303,2.4.1.212,2215,'(3038.2) or (3036.1) or (3038.1) or (3037.1)'
303,2.4.1.212,2214,'(3028.1)'
304,2.4.1.22,3629,'(84912.1)'
305,2.4.1.223,2047,''
306,2.4.1.224,2048,'(2137.1) or (2135.1)'
306,2.4.1.224,2049,'(2131.1 and 2132.2) or (2137.1) or (2131.1 and 2132.1) or (2134.1)'
306,2.4.1.224,2050,'(2131.1 and 2132.2) or (2137.1) or (2131.1 and 2132.1) or (2134.1)'
306,2.4.1.224,2051,'(2131.1 and 2132.2) or (2137.1) or (2131.1 and 2132.1) or (2134.1)'
307,2.4.1.225,2031,'(54480.1) or (337876.1) or (79586.1) and (22856.1)'
307,2.4.1.225,2032,'(2131.1 and 2132.1) or (2131.1 and 2132.2)'
307,2.4.1.225,2033,'(2131.1 and 2132.1) or (2131.1 and 2132.2)'
307,2.4.1.225,2034,'(2131.1 and 2132.1) or (2131.1 and 2132.2)'
308,2.4.1.226,2028,'(54480.1) or (337876.1) or (79586.1) and (22856.1)'
308,2.4.1.226,2029,'(54480.1) or (337876.1) or (79586.1) and (22856.1)'
308,2.4.1.226,2030,'(54480.1) or (337876.1) or (79586.1) and (22856.1)'
308,2.4.1.226,2027,'(26035.1)'
309,2.4.1.228,141,'(53947.1)'
309,2.4.1.228,142,'(53947.1)'
310,2.4.1.25,4421,''
311,2.4.1.38,1854,'(9334.1) or (8704.1) or (8703.1) or (8704.2) or (2683.1)'
311,2.4.1.38,1860,'(9334.1) or (2683.1) or (8704.2) or (8704.1) or (8703.1)'
311,2.4.1.38,1845,'(9334.1) or (2683.1) or (8703.1) or (8704.2) or (8704.1)'
311,2.4.1.38,1862,'(8704.1) or (8703.1) or (2683.1) or (9334.1) or (8704.2)'
311,2.4.1.38,1846,'(8703.1) or (8704.2) or (8704.1) or (2683.1) or (9334.1)'
311,2.4.1.38,1849,'(8703.1) or (8704.2) or (8704.1) or (2683.1) or (9334.1)'
311,2.4.1.38,1852,'(8703.1) or (8704.2) or (8704.1) or (2683.1) or (9334.1)'
311,2.4.1.38,1853,'(8703.1) or (8704.2) or (8704.1) or (2683.1) or (9334.1)'
311,2.4.1.38,1847,'(8703.1) or (2683.1) or (8704.2) or (8704.1) or (9334.1)'
311,2.4.1.38,1848,'(8703.1) or (2683.1) or (8704.2) or (8704.1) or (9334.1)'
311,2.4.1.38,1850,'(8703.1) or (2683.1) or (8704.2) or (8704.1) or (9334.1)'
311,2.4.1.38,1851,'(8703.1) or (2683.1) or (8704.2) or (8704.1) or (9334.1)'
311,2.4.1.38,1855,'(8703.1) or (2683.1) or (8704.2) or (8704.1) or (9334.1)'
311,2.4.1.38,1856,'(8703.1) or (2683.1) or (8704.2) or (8704.1) or (9334.1)'
311,2.4.1.38,1857,'(8703.1) or (2683.1) or (8704.2) or (8704.1) or (9334.1)'
311,2.4.1.38,1858,'(8703.1) or (2683.1) or (8704.2) or (8704.1) or (9334.1)'
311,2.4.1.38,1859,'(8703.1) or (2683.1) or (8704.2) or (8704.1) or (9334.1)'
311,2.4.1.38,1861,'(8703.1) or (2683.1) or (8704.2) or (8704.1) or (9334.1)'
311,2.4.1.38,1863,'(8703.1) or (2683.1) or (8704.2) or (8704.1) or (9334.1)'
311,2.4.1.38,1864,'(8703.1) or (2683.1) or (8704.2) or (8704.1) or (9334.1)'
311,2.4.1.38,1844,'(85365.1) or (85365.2)'
312,2.4.1.41,1932,'(55454.1) or (55790.1) or (337876.1) or (79586.1) and (22856.1)'
313,2.4.1.47,5949,'(8560.1)'
313,2.4.1.47,5950,''
313,2.4.1.47,5951,''
313,2.4.1.47,5952,''
313,2.4.1.47,5953,''
314,2.4.1.62,519,'(8706.4) or (8706.1) or (8706.3) or (8706.2)'
314,2.4.1.62,520,'(8705.1)'
314,2.4.1.62,521,'(8705.1)'
314,2.4.1.62,522,'(8705.1)'
315,2.4.1.65,1823,'(2525.1)'
315,2.4.1.65,1824,'(2525.1)'
315,2.4.1.65,1825,'(2525.1)'
315,2.4.1.65,1826,'(2525.1)'
315,2.4.1.65,1822,'(2523.1)'
316,2.4.1.68,1607,'(8790.1)'
317,2.4.1.69,1816,'(2523.1)'
317,2.4.1.69,1817,'(2523.1)'
317,2.4.1.69,1818,'(2523.1)'
317,2.4.1.69,1819,'(2523.1)'
317,2.4.1.69,1820,'(2523.1)'
317,2.4.1.69,1821,'(2523.1)'
317,2.4.1.69,1815,'(1468.1)'
318,2.4.1.79,518,'(4126.1)'
319,2.4.1.80,3632,'(7355.1)'
320,2.4.1.83,1091,'(54344.2 and 8818.1 and 8813.1) or (8818.2 and 54344.1 and 8813.1) or (8818.1 and 54344.1 and 8813.1) or (54344.2 and 8818.2 and 8813.1)'
320,2.4.1.83,1090,''
321,2.4.1.86,524,'(10317.4) or (10317.1) or (10317.3) or (10317.2) or (10317.5)'
322,2.4.1.88,1957,'(2629.4) or (2629.1) or (2629.3) or (2629.2) or (2629.5)'
323,2.4.1.92,1923,'(2583.1)'
323,2.4.1.92,1924,'(2583.1)'
323,2.4.1.92,1925,'(2583.1)'
323,2.4.1.92,1922,''
324,2.4.2.10,2846,'(6542.1) or (6541.1) or (84889.1)'
325,2.4.2.11,3888,''
326,2.4.2.14,2082,'(2744.1) or (27165.2) or (27165.1)'
327,2.4.2.2,3156,'(8659.2) or (217.1) or (8659.1) or (219.1)'
328,2.4.2.26,3733,''
329,2.4.2.28,2599,'(116255.1) or (80168.1)'
330,2.4.2.4,3552,'(27010.1)'
331,2.4.2.7,280,'(353.1)'
331,2.4.2.7,3787,'(1373.1)'
332,2.4.2.8,2166,'(9615.1)'
332,2.4.2.8,2306,''
333,2.4.99.1,3241,'(6482.1) or (6482.2)'
334,2.4.99.3,2772,'(55808.1)'
334,2.4.99.3,2771,''
335,2.4.99.4,3239,'(6487.4) or (6487.9) or (6487.11) or (6487.6) or (6487.7) or (6487.10) or (6487.5) or (6487.1) or (6487.2) or (6487.8) or (6487.3)'
335,2.4.99.4,3240,'(6484.1) or (6482.1) or (6483.1) or (6482.2)'
335,2.4.99.4,3433,'(6483.1)'
335,2.4.99.4,3378,'(5476.1) and (2720.1) and (2588.1) and (4758.1)'
335,2.4.99.4,3237,''
336,2.4.99.6,3238,'(6484.1) or (6482.1) or (6483.1) or (6482.2)'
336,2.4.99.6,3434,'(6483.1)'
337,2.4.99.7,3438,'(10610.1)'
337,2.4.99.7,3439,'(10610.1)'
337,2.4.99.7,3440,'(10610.1)'
337,2.4.99.7,3441,'(10610.1)'
337,2.4.99.7,3442,'(10610.1)'
337,2.4.99.7,3443,'(10610.1)'
337,2.4.99.7,3444,'(10610.1)'
337,2.4.99.7,3437,'(10402.1)'
338,2.4.99.8,3448,'(6489.1)'
338,2.4.99.8,3449,'(6489.1)'
338,2.4.99.8,3447,'(30815.1)'
338,2.4.99.8,3450,'(29906.1)'
338,2.4.99.8,3451,'(29906.1)'
338,2.4.99.8,3452,'(29906.1)'
338,2.4.99.8,3453,'(29906.1)'
338,2.4.99.8,3454,'(29906.1)'
339,2.4.99.9,3380,'(8869.1)'
339,2.4.99.9,3379,'(6483.1)'
339,2.4.99.9,3381,''
340,2.5.1.1,986,'(9453.1)'
340,2.5.1.1,985,''
341,2.5.1.10,2143,'(9453.1)'
341,2.5.1.10,6416,'(8529.1) or (4051.1) or (126410.1)'
341,2.5.1.10,2142,''
342,2.5.1.16,3412,''
343,2.5.1.17,634,'(166785.1)'
344,2.5.1.18,5621,'(4259.1) or (4258.1) or (4257.1)'
344,2.5.1.18,5654,'(4259.1) or (4258.1) or (4257.1)'
344,2.5.1.18,5658,'(4259.1) or (4258.1) or (4257.1)'
344,2.5.1.18,5662,'(4259.1) or (4258.1) or (4257.1)'
344,2.5.1.18,5666,'(4259.1) or (4258.1) or (4257.1)'
344,2.5.1.18,5828,'(4259.1) or (4258.1) or (4257.1)'
344,2.5.1.18,5832,'(4259.1) or (4258.1) or (4257.1)'
344,2.5.1.18,6567,'(4259.1) or (4258.1) or (4257.1)'
344,2.5.1.18,6582,'(4259.1) or (4258.1) or (4257.1)'
344,2.5.1.18,6585,'(4259.1) or (4258.1) or (4257.1)'
344,2.5.1.18,5655,'(373156.1)'
344,2.5.1.18,5659,'(373156.1)'
344,2.5.1.18,5663,'(373156.1)'
344,2.5.1.18,5829,'(373156.1)'
344,2.5.1.18,5895,'(373156.1)'
344,2.5.1.18,5897,'(373156.1)'
344,2.5.1.18,5899,'(373156.1)'
344,2.5.1.18,5825,'(29953.1)'
344,2.5.1.18,5620,'(2954.1) or (4257.1) or (373156.1)'
344,2.5.1.18,5653,'(2954.1) or (4257.1) or (373156.1)'
344,2.5.1.18,5657,'(2954.1) or (4257.1) or (373156.1)'
344,2.5.1.18,5661,'(2954.1) or (4257.1) or (373156.1)'
344,2.5.1.18,5665,'(2954.1) or (4257.1) or (373156.1)'
344,2.5.1.18,5827,'(2954.1) or (4257.1) or (373156.1)'
344,2.5.1.18,5831,'(2954.1) or (4257.1) or (373156.1)'
344,2.5.1.18,6566,'(2954.1) or (4257.1) or (373156.1)'
344,2.5.1.18,6581,'(2954.1) or (4257.1) or (373156.1)'
344,2.5.1.18,6584,'(2954.1) or (4257.1) or (373156.1)'
344,2.5.1.18,6587,'(2954.1) or (4257.1) or (373156.1)'
344,2.5.1.18,6596,'(2954.1) or (4257.1) or (373156.1)'
344,2.5.1.18,6600,'(2954.1) or (4257.1) or (373156.1)'
344,2.5.1.18,6564,'(2879.1)'
344,2.5.1.18,5618,'(1576.1)'
344,2.5.1.18,5651,'(1576.1)'
344,2.5.1.18,5619,''
344,2.5.1.18,5652,''
344,2.5.1.18,5656,''
344,2.5.1.18,5660,''
344,2.5.1.18,5664,''
344,2.5.1.18,5708,''
344,2.5.1.18,5709,''
344,2.5.1.18,5821,''
344,2.5.1.18,5822,''
344,2.5.1.18,5826,''
344,2.5.1.18,5830,''
344,2.5.1.18,5869,''
344,2.5.1.18,5870,''
344,2.5.1.18,5893,''
344,2.5.1.18,5894,''
344,2.5.1.18,5896,''
344,2.5.1.18,5898,''
344,2.5.1.18,5900,''
344,2.5.1.18,6565,''
344,2.5.1.18,6579,''
344,2.5.1.18,6580,''
344,2.5.1.18,6583,''
344,2.5.1.18,6586,''
344,2.5.1.18,6594,''
344,2.5.1.18,6595,''
344,2.5.1.18,6598,''
344,2.5.1.18,6599,''
345,2.5.1.21,3423,'(6713.1)'
345,2.5.1.21,3820,''
345,2.5.1.21,3972,''
346,2.5.1.22,3419,'(6697.1)'
347,2.5.1.26,323,'(8540.1)'
348,2.5.1.29,1768,''
349,2.5.1.46,5695,'(1267.1)'
349,2.5.1.46,5696,''
349,2.5.1.46,5697,''
350,2.5.1.56,223,'(54187.1)'
350,2.5.1.56,224,'(54187.1)'
351,2.5.1.6,3349,'(875.1)'
352,2.6.1.1,85,'(2806.1)'
352,2.6.1.1,505,'(2806.1)'
352,2.6.1.1,1151,'(2806.1)'
352,2.6.1.1,84,'(2805.1)'
352,2.6.1.1,504,'(2805.1)'
352,2.6.1.1,2380,'(2805.1)'
352,2.6.1.1,1149,'(13.1)'
352,2.6.1.1,2379,''
353,2.6.1.13,2844,'(10166.1) or (83884.1)'
354,2.6.1.15,3815,'(H77542.1) or (5313.1) or (5315.1)'
354,2.6.1.15,3814,'(6576.1)'
355,2.6.1.16,1980,''
356,2.6.1.2,3793,'(84532.1) or (55902.1)'
356,2.6.1.2,358,'(2875.1) or (84706.1)'
356,2.6.1.2,5746,'(162417.1)'
357,2.6.1.21,1150,'(2805.1)'
358,2.6.1.22,3934,''
359,2.6.1.3,796,'(2805.1)'
359,2.6.1.3,795,'(11254.1)'
360,2.6.1.39,149,'(51166.1) or (51166.2)'
360,2.6.1.39,3922,''
361,2.6.1.40,842,''
362,2.6.1.42,2327,'(586.1)'
362,2.6.1.42,3690,'(586.1)'
362,2.6.1.42,2326,''
362,2.6.1.42,3689,''
363,2.6.1.44,3421,'(6697.1)'
363,2.6.1.44,324,'(64902.1) or (64850.1)'
363,2.6.1.44,325,'(189.1)'
364,2.6.1.5,3606,'(2805.1)'
364,2.6.1.5,3605,'(11254.1)'
365,2.6.1.51,3816,'(AA502753.1) or (1503.1) or (56474.1)'
366,2.6.1.52,3114,'(23761.1)'
367,2.6.1.58,2979,'(54407.1) or (84889.1) or (11254.1) or (6542.1) or (81539.1) or (6541.1) or (55089.1)'
367,2.6.1.58,2980,'(2805.1)'
368,2.6.1.6,2397,'(586.1)'
368,2.6.1.6,2396,''
369,2.6.1.7,5532,'(883.1)'
369,2.6.1.7,5839,'(883.1)'
369,2.6.1.7,2365,'(8564.1)'
369,2.6.1.7,67,'(51166.1) or (883.1) or (51166.2)'
369,2.6.1.7,5531,'(412.1)'
369,2.6.1.7,5838,''
370,2.6.19.4,59,'(18.1) or (18.2)'
370,2.6.19.4,159,'(18.1) or (18.2)'
370,2.6.19.4,407,'(18.1) or (18.2)'
371,2.7.1.1,3868,'(AA788780.1) or (AA977580.1) or (2180.1) or (2181.1) or (2182.1) or (51703.1) or (23305.1) or (AI694761.1) or (AI915649.1) or (AL525798.1) or (AV727634.1) or (728637.1) or (LOC728997.1) or (11001.1)'
371,2.7.1.1,3869,'(AA278423.1) or (48.1) or (50.1)'
371,2.7.1.1,3870,'(84532.1) or (55902.1) or (79611.1)'
371,2.7.1.1,3871,'(84532.1) or (55902.1) or (79611.1)'
371,2.7.1.1,3872,'(65985.1) or (R39999.1)'
371,2.7.1.1,3873,'(5009.1)'
371,2.7.1.1,2227,'(3098.3) or (80201.1) or (2645.3) or (3098.4) or (3099.1) or (2645.2) or (3098.5) or (2645.1) or (3098.1) or (3101.1) or (3098.2)'
371,2.7.1.1,2229,'(3098.2) or (2645.2) or (3098.3) or (2645.3) or (3098.4) or (3099.1) or (3098.5) or (3098.1) or (3101.1) or (80201.1) or (2645.1)'
371,2.7.1.1,3867,'(27034.1) or (28976.1) or (33.1) or (34.1) or (37.1) or (51.1) or (8310.1) or (AI285872.1)'
371,2.7.1.1,3874,''
372,2.7.1.105,2954,'(5214.1) or (5211.2) or (5214.1 and 5211.1) or (5214.1 and 5213.1) or (5213.1) or (5214.1 and 5211.2) or (5211.1) or (5211.1 and 5213.1) or (5213.1 and 5211.2)'
373,2.7.1.107,849,'(9162.1) or (1607.1) or (8525.2) or (160851.1) or (1608.1) or (1607.2) or (8525.1) or (8527.1) or (1606.1) or (160851.2) or (8526.1) or (8525.3) or (1607.1) or (8527.2) or (1609.1)'
373,2.7.1.107,850,'(8525.1) or (9162.1)'
373,2.7.1.107,848,''
374,2.7.1.108,1076,''
374,2.7.1.108,1077,''
375,2.7.1.11,3899,'(AI934540.1) or (55163.1) or (W74642.1)'
375,2.7.1.11,3900,'(AI934540.1) or (55163.1) or (W74642.1)'
375,2.7.1.11,3986,'(6576.1)'
375,2.7.1.11,3826,'(220.1) or (218.1) or (221.1) or (222.1) or (U37519.1)'
375,2.7.1.11,3987,''
376,2.7.1.113,903,''
376,2.7.1.113,3924,''
377,2.7.1.127,2557,'(3706.1) or (80271.1) or (3707.1)'
377,2.7.1.127,2556,'(253430.1)'
378,2.7.1.134,2565,'(51477.1)'
378,2.7.1.134,2551,''
379,2.7.1.137,6044,'(5297.1) or (5298.1)'
379,2.7.1.137,6045,'(5297.1) or (5298.1)'
379,2.7.1.137,3020,'(5295.2 and 5291.1) or (23533.1 and 5294.1) or (5290.1 and 5295.1) or (5293.1 and 5295.3) or (5287.1) or (5286.1) or (5293.1 and 5296.1) or (5295.2 and 5293.1) or (5296.1 and 5291.1) or (5290.1 and 5295.3) or (5288.1) or (5290.1 and 8503.1) or (5291.1 and 5295.3) or (10870.1 and 5294.1) or (5291.1 and 8503.1) or (5293.1 and 5295.1) or (5296.1 and 5290.1) or (5289.1) or (5293.1 and 8503.1) or (5291.1 and 5295.1) or (5295.2 and 5290.1)'
379,2.7.1.137,6046,'(5290.1) or (5291.1) or (5294.1) or (5289.1) or (5286.1) or (5287.1) or (5288.1)'
379,2.7.1.137,3021,'(5287.1)'
379,2.7.1.137,6047,'(5286.1) or (5287.1) or (5288.1)'
379,2.7.1.137,6048,'(5286.1) or (5287.1) or (5288.1)'
379,2.7.1.137,3019,'(5279.1) and (51227.2) and (5283.1) and (5277.2) and (9091.1) and (8818.1) or (5279.1) and (51227.2) and (5283.1) and (9091.1) and (5277.2) and (8818.1) or (51227.1) and (9091.2) and (5277.3) and (5283.1) and (5279.2) and (8818.1) or (51227.2) and (5277.1) and (5283.1) and (9091.1) and (8818.2) and (5279.2) or (51227.3) and (9091.2) and (5277.3) and (5283.1) and (5279.2) and (8818.1) or (5279.1) and (51227.1) and (9091.2) and (5277.1) and (5283.1) and (8818.2) or (51227.3) and (9091.2) and (5277.1) and (5283.1) and (5279.2) and (8818.1) or (51227.1) and (9091.2) and (5277.1) and (5283.1) and (8818.1) and (5279.2) or (51227.3) and (9091.2) and (5277.3) and (5283.1) and (5279.2) and (8818.2) or (51227.1) and (5277.1) and (5283.1) and (9091.1) and (5279.2) and (8818.1) or (51227.2) and (5283.1) and (9091.1) and (5277.2) and (8818.1) and (5279.2) or (5279.1) and (51227.1) and (9091.2) and (5277.3) and (5283.1) and (8818.2) or (51227.3) and (9091.2) and (5277.1) and (5283.1) and (8818.2) and (5279.2) or (5279.1) and (51227.2) and (5277.3) and (5283.1) and (9091.1) and (8818.2) or (51227.1) and (5277.3) and (5283.1) and (9091.1) and (8818.1) and (5279.2) or (51227.2) and (5277.1) and (5283.1) and (9091.1) and (8818.1) and (5279.2) or (5279.1) and (51227.2) and (9091.2) and (5277.1) and (5283.1) and (8818.1) or (5279.1) and (51227.1) and (9091.2) and (5283.1) and (5277.2) and (8818.2) or (5279.1) and (9091.2) and (51227.2) and (5277.2) and (5283.1) and (8818.2) or (5279.1) and (9091.2) and (51227.2) and (5277.1) and (5283.1) and (8818.2) or (51227.3) and (5283.1) and (5277.2) and (9091.1) and (8818.1) and (5279.2) or (51227.2) and (5277.3) and (5283.1) and (9091.1) and (8818.1) and (5279.2) or (5279.1) and (51227.1) and (5283.1) and (5277.2) and (9091.1) and (8818.2) or (51227.3) and (9091.2) and (5283.1) and (5277.2) and (5279.2) and (8818.1) or (5279.1) and (51227.3) and (9091.2) and (5283.1) and (5277.2) and (8818.2) or (51227.1) and (9091.2) and (5277.3) and (5283.1) and (8818.2) and (5279.2) or (5279.1) and (51227.3) and (5277.3) and (5283.1) and (9091.1) and (8818.2) or (51227.1) and (5283.1) and (5277.2) and (9091.1) and (5279.2) and (8818.2) or (5279.1) and (51227.3) and (5277.1) and (5283.1) and (9091.1) and (8818.1) or (5279.1) and (51227.3) and (9091.2) and (5277.1) and (5283.1) and (8818.2) or (5279.1) and (51227.1) and (5277.3) and (5283.1) and (9091.1) and (8818.1) or (5279.1) and (51227.3) and (9091.2) and (5277.3) and (5283.1) and (8818.2) or (5279.1) and (51227.2) and (5277.3) and (9091.1) and (5283.1) and (8818.1) or (51227.2) and (5277.3) and (9091.1) and (5283.1) and (8818.2) and (5279.2) or (51227.2) and (9091.2) and (5277.2) and (5283.1) and (8818.1) and (5279.2) or (51227.1) and (9091.2) and (5277.1) and (5283.1) and (8818.2) and (5279.2) or (51227.1) and (5277.3) and (5283.1) and (9091.1) and (5279.2) and (8818.2) or (5279.1) and (51227.1) and (9091.2) and (5277.3) and (5283.1) and (8818.1) or (51227.2) and (9091.2) and (5277.3) and (5283.1) and (8818.1) and (5279.2) or (51227.3) and (5277.3) and (9091.1) and (5283.1) and (5279.2) and (8818.2) or (9091.2) and (51227.2) and (5277.3) and (5283.1) and (5279.2) and (8818.2) or (5279.1) and (9091.2) and (51227.2) and (5277.3) and (5283.1) and (8818.2) or (51227.1) and (5277.1) and (5283.1) and (9091.1) and (8818.2) and (5279.2) or (5279.1) and (9091.2) and (51227.2) and (5277.3) and (5283.1) and (8818.1) or (5279.1) and (51227.1) and (9091.2) and (5277.2) and (5283.1) and (8818.1) or (51227.3) and (5277.1) and (9091.1) and (5283.1) and (5279.2) and (8818.2) or (5279.1) and (51227.1) and (9091.1) and (5277.2) and (5283.1) and (8818.1) or (51227.1) and (5283.1) and (9091.1) and (5277.2) and (5279.2) and (8818.1) or (5279.1) and (51227.3) and (9091.2) and (5277.1) and (5283.1) and (8818.1) or (51227.3) and (5279.1) and (9091.2) and (5277.3) and (5283.1) and (8818.1) or (51227.3) and (5277.3) and (5283.1) and (9091.1) and (8818.1) and (5279.2) or (51227.3) and (9091.1) and (5283.1) and (5277.2) and (5279.2) and (8818.2) or (51227.3) and (5277.1) and (5283.1) and (9091.1) and (8818.1) and (5279.2) or (5279.1) and (51227.1) and (5277.3) and (5283.1) and (9091.1) and (8818.2) or (9091.2) and (51227.2) and (5277.1) and (5283.1) and (5279.2) and (8818.1) or (51227.1) and (9091.2) and (5277.2) and (5283.1) and (8818.1) and (5279.2) or (51227.2) and (5283.1) and (5277.2) and (9091.1) and (8818.2) and (5279.2) or (9091.2) and (51227.2) and (5277.1) and (5283.1) and (8818.2) and (5279.2) or (5279.1) and (51227.3) and (5277.1) and (5283.1) and (9091.1) and (8818.2) or (5279.1) and (51227.1) and (9091.2) and (5277.1) and (5283.1) and (8818.1) or (5279.1) and (51227.3) and (5277.3) and (5283.1) and (9091.1) and (8818.1) or (5279.1) and (51227.3) and (5283.1) and (5277.2) and (9091.1) and (8818.1) or (5279.1) and (51227.2) and (5277.1) and (9091.1) and (5283.1) and (8818.2) or (51227.3) and (9091.2) and (5283.1) and (5277.2) and (8818.2) and (5279.2) or (9091.2) and (51227.2) and (5283.1) and (5277.2) and (5279.2) and (8818.2) or (5279.1) and (51227.2) and (5277.1) and (9091.1) and (5283.1) and (8818.1) or (5279.1) and (51227.3) and (9091.2) and (5283.1) and (5277.2) and (8818.1) or (5279.1) and (51227.1) and (5277.1) and (5283.1) and (9091.1) and (8818.1) or (5279.1) and (9091.2) and (51227.2) and (5277.2) and (5283.1) and (8818.1) or (5279.1) and (51227.3) and (9091.1) and (5277.2) and (5283.1) and (8818.2) or (51227.1) and (9091.2) and (5283.1) and (5277.2) and (8818.2) and (5279.2) or (5279.1) and (51227.1) and (5277.1) and (9091.1) and (5283.1) and (8818.2)'
380,2.7.1.138,649,'(10390.1)'
381,2.7.1.140,2548,'(3635.1) or (8867.2) or (3636.1) or (27124.2) or (8867.1) or (27124.1) or (3633.1) or (56623.1) or (3632.1)'
382,2.7.1.149,3017,'(5297.1) or (55361.1) or (5298.1)'
382,2.7.1.149,3016,'(5287.1)'
383,2.7.1.15,1118,'(1610.1)'
384,2.7.1.151,2555,'(253430.1)'
384,2.7.1.151,2554,''
385,2.7.1.153,2999,'(8394.1) or (23396.1) or (8395.1)'
385,2.7.1.153,3000,'(5291.1 and 5295.3) or (5293.1 and 8503.1) or (5296.1 and 5290.1) or (5293.1 and 5295.1) or (5293.1 and 5295.3) or (5291.1 and 5295.1) or (5296.1 and 5291.1) or (5295.2 and 5290.1) or (10870.1 and 5294.1) or (23533.1 and 5294.1) or (5295.2 and 5293.1) or (5290.1 and 5295.1) or (5290.1 and 8503.1) or (5290.1 and 5295.3) or (5291.1 and 8503.1) or (5293.1 and 5296.1) or (5295.2 and 5291.1)'
386,2.7.1.17,3730,''
387,2.7.1.20,270,''
388,2.7.1.21,3550,'(7084.1) or (7083.1)'
388,2.7.1.21,1130,'(7083.1) or (7084.1)'
388,2.7.1.21,5586,'(3295.1) or (1962.1)'
388,2.7.1.21,1129,'(1806.1)'
388,2.7.1.21,5587,''
389,2.7.1.22,3212,'(6240.1 and 6241.1)'
390,2.7.1.24,3784,''
391,2.7.1.25,288,'(9061.1) or (9060.1)'
391,2.7.1.25,289,'(9060.1) or (9061.1)'
392,2.7.1.28,3574,'(6567.1)'
393,2.7.1.3,2354,'(3795.1) or (3795.2)'
393,2.7.1.3,2355,'(3795.1) or (3795.2)'
393,2.7.1.3,2353,''
394,2.7.1.30,2107,'(2710.2) or (2712.1) or (2710.1) or (2713.1)'
395,2.7.1.31,3864,'(6576.1)'
395,2.7.1.31,3865,'(10965.1) or (122970.1) or (11332.1) or (570.1) or (80864.1) or (83715.1) or (5538.1) or (9374.1) or (R33828.1)'
395,2.7.1.31,2098,''
396,2.7.1.33,4029,'(AA526438.1) or (H17063.1) or (51102.1) or (55825.1)'
396,2.7.1.33,3973,'(AA021081.1) or (AI440329.1) or (R06874.1) or (83549.1) or (7371.1) or (54963.1)'
396,2.7.1.33,3974,'(8879.1)'
396,2.7.1.33,3048,'(79646.1) or (80025.2) or (53354.1) or (53354.3) or (80025.1) or (53354.2) or (80025.3) or (80025.4) or (55229.1)'
396,2.7.1.33,4030,'(30.1) or (10449.1) or (3032.1) or (4645.1)'
397,2.7.1.36,2535,'(8501.1) or (124935.1)'
398,2.7.1.40,3813,'(285973.1) or (D29675.1) or (4842.1) or (NOS2A.1) or (4846.1)'
398,2.7.1.40,3805,'(2643.1)'
398,2.7.1.40,3848,'(10327.1) or (231.1)'
398,2.7.1.40,3818,''
398,2.7.1.40,3902,''
398,2.7.1.40,6040,''
399,2.7.1.47,3174,'(64080.1)'
400,2.7.1.48,3675,''
400,2.7.1.48,3950,''
400,2.7.1.48,4309,''
400,2.7.1.48,4310,''
401,2.7.1.52,1739,'(79901.1)'
402,2.7.1.59,204,'(55577.1)'
403,2.7.1.6,3844,'(2592.1)'
403,2.7.1.6,1926,'(2583.1)'
404,2.7.1.60,388,'(10020.1) or (55577.1)'
405,2.7.1.67,3023,'(5298.1) or (55361.1) or (5297.1)'
405,2.7.1.67,6043,'(5297.1) or (5298.1)'
405,2.7.1.67,3022,''
405,2.7.1.67,6042,''
406,2.7.1.68,5552,'(8395.1) or (23396.1) or (8394.1)'
406,2.7.1.68,5737,'(8395.1) or (23396.1) or (8394.1)'
406,2.7.1.68,6051,'(8395.1) or (23396.1) or (8394.1)'
406,2.7.1.68,6050,'(8395.1) or (23396.1) or (5305.1) or (8396.1) or (79837.1) or (8394.1)'
406,2.7.1.68,3007,'(5291.1 and 5295.3) or (5296.1 and 5290.1) or (5293.1 and 5296.1) or (5287.1) or (5286.1) or (5293.1 and 8503.1) or (5293.1 and 5295.3) or (5291.1 and 8503.1) or (5295.2 and 5290.1) or (5288.1) or (5291.1 and 5295.1) or (5296.1 and 5291.1) or (23533.1 and 5294.1) or (5293.1 and 5295.1) or (5295.2 and 5293.1) or (5290.1 and 8503.1) or (5290.1 and 5295.3) or (10870.1 and 5294.1) or (5295.2 and 5291.1) or (5290.1 and 5295.1)'
406,2.7.1.68,6049,'(5286.1) or (5287.1) or (5288.1)'
406,2.7.1.68,3006,'(23236.1) or (23236.2)'
406,2.7.1.68,5736,'(2053.1)'
406,2.7.1.68,3010,'(200576.2) or (8396.1) or (200576.3) or (79837.1) or (8394.1) or (23396.1) or (8395.1) or (8396.2) or (5305.1) or (200576.1)'
406,2.7.1.68,2996,''
406,2.7.1.68,2998,''
406,2.7.1.68,3009,''
406,2.7.1.68,5551,''
406,2.7.1.68,6052,''
