enzyme_id,enzyme_ecnum,reaction_id,Gene-reaction-association
109,1.14.99.9,2853,'(1585.1)'
110,1.15.1.1,3413,'(6723.1)'
110,1.15.1.1,3415,'(6649.1)'
110,1.15.1.1,3416,'(6648.1)'
110,1.15.1.1,3414,'(6647.1)'
110,1.15.1.1,3417,'(6647.1)'
111,1.16.3.1,3777,'(3073.1) or (3074.1)'
112,1.17.1.4,3938,'(4967.1) or (55753.1)'
112,1.17.1.4,3891,'(1633.1)'
113,1.17.3.2,3939,'(1716.1) or (NM_001929.1)'
113,1.17.3.2,3892,''
114,1.17.4.1,5400,'(4830.1) or (4831.1)'
114,1.17.4.1,3929,''
114,1.17.4.1,3930,''
114,1.17.4.1,3931,''
114,1.17.4.1,3932,''
114,1.17.4.1,4442,''
114,1.17.4.1,4443,''
114,1.17.4.1,5401,''
115,1.2.1.1,1664,'(1579.1)'
116,1.2.1.12,1950,'(9197.1)'
117,1.2.1.16,3823,'(2222.1)'
118,1.2.1.19,162,'(223.1)'
119,1.2.1.2,1735,''
120,1.2.1.21,2372,'(53.1)'
120,1.2.1.21,2373,'(218.1) or (223.1) or (8854.2) or (224.1) or (222.1) or (8854.1) or (221.1) or (216.1) or (8854.3) or (501.1) or (220.1)'
120,1.2.1.21,1960,''
121,1.2.1.24,3822,'(3704.1)'
122,1.2.1.27,2595,'(4594.1)'
122,1.2.1.27,2596,'(4329.1)'
123,1.2.1.29,3964,'(6576.1)'
124,1.2.1.3,3958,'(AV727381.1) or (1537.1) or (H94367.1) or (29796.1) or (10975.1) or (7381.1) or (7384.1) or (7385.1) or (7386.1) or (7388.1) or (27089.1)'
124,1.2.1.3,4035,'(AI222095.1) or (AI697028.1) or (D87002.1) or (2678.1) or (728441.1) or (2687.1) or (2686.1) or (728226.1) or (NM_013421.1)'
124,1.2.1.3,2329,'(8501.1) or (124935.1)'
124,1.2.1.3,2375,'(4329.1) or (7915.1) or (8659.1) or (5832.1) or (217.1) or (7915.2) or (219.1) or (8659.2)'
124,1.2.1.3,4086,'(2643.1)'
124,1.2.1.3,4006,'(26275.1)'
124,1.2.1.3,6089,'(223.1) or (218.1)'
124,1.2.1.3,6407,'(223.1) or (218.1)'
124,1.2.1.3,372,'(219.1) or (217.1)'
124,1.2.1.3,371,'(218.1) or (501.1) or (8854.2) or (224.1) or (222.1) or (8854.1) or (221.1) or (216.1) or (8854.3) or (223.1) or (220.1)'
124,1.2.1.3,1961,'(218.1) or (223.1) or (8854.2) or (224.1) or (222.1) or (8854.1) or (221.1) or (216.1) or (8854.3) or (501.1) or (220.1)'
124,1.2.1.3,2374,'(218.1) or (223.1) or (8854.2) or (224.1) or (222.1) or (8854.1) or (221.1) or (216.1) or (8854.3) or (501.1) or (220.1)'
124,1.2.1.3,6090,'(217.1) or (219.1) or (501.1)'
124,1.2.1.3,6408,'(217.1) or (219.1) or (501.1)'
124,1.2.1.3,6406,'(11001.1) or (2182.1) or (2181.1) or (2180.1) or (51703.1) or (23305.1)'
124,1.2.1.3,3889,''
124,1.2.1.3,3890,''
124,1.2.1.3,3926,''
124,1.2.1.3,4007,''
124,1.2.1.3,6088,''
124,1.2.1.3,6593,''
125,1.2.1.31,3980,'(220.1) or (218.1) or (221.1) or (222.1) or (U37519.1)'
126,1.2.1.32,4009,''
127,1.2.1.36,3154,'(5315.2) or (5313.2) or (5315.3) or (5313.1) or (113452.1) or (5315.1)'
127,1.2.1.36,550,'(140679.1)'
127,1.2.1.36,2612,''
127,1.2.1.36,5698,''
127,1.2.1.36,5699,''
127,1.2.1.36,6125,''
128,1.2.1.38,322,'(5832.1)'
129,1.2.1.4,373,'(223.1) or (221.1) or (218.1) or (8854.1) or (8854.3) or (222.1) or (8854.2) or (224.1)'
130,1.2.1.40,3994,'(10998.1)'
131,1.2.1.41,1878,''
132,1.2.1.47,3548,'(7086.1) or (84076.1) or (8277.1)'
133,1.2.1.48,6131,'(26061.1)'
133,1.2.1.48,6135,'(11001.1)'
134,1.2.1.49,3788,'(AI769281.1) or (30833.1) or (93034.1) or (22978.1) or (51251.1) or (4907.1) or (56953.1) or (57786.1) or (57665.1)'
134,1.2.1.49,365,'(126.1) or (137872.1) or (126.1 and 124.1) or (127.1) or (130.1) or (284273.1) or (125.1 and 124.1) or (128.1) or (124.1) or (125.1) or (284273.2) or (131.1) or (125.1 and 126.1)'
135,1.2.1.5,3954,'(AV717590.1) or (953.1) or (956.1) or (377841.1)'
135,1.2.1.5,3955,'(AV717590.1) or (953.1) or (956.1) or (377841.1)'
135,1.2.1.5,3956,'(7498.1)'
135,1.2.1.5,3957,'(7498.1)'
135,1.2.1.5,4081,'(30.1) or (10449.1) or (3032.1) or (4645.1)'
135,1.2.1.5,2481,'(2954.1) or (2954.3) or (2954.2)'
135,1.2.1.5,4084,'(27034.1) or (28976.1) or (37.1)'
135,1.2.1.5,4085,'(248.1) or (249.1) or (250.1) or (251.1)'
135,1.2.1.5,52,'(222.1) or (221.1) or (218.1)'
135,1.2.1.5,77,'(222.1) or (220.1) or (221.1) or (218.1)'
135,1.2.1.5,78,'(222.1) or (220.1) or (221.1) or (218.1)'
135,1.2.1.5,96,'(222.1) or (220.1) or (221.1) or (218.1)'
135,1.2.1.5,54,'(221.1) or (222.1)'
135,1.2.1.5,53,'(221.1) or (218.1) or (220.1)'
135,1.2.1.5,4080,'(2194.1)'
135,1.2.1.5,4082,'(2194.1)'
135,1.2.1.5,4083,'(2194.1)'
135,1.2.1.5,51,'(218.1) or (222.1) or (220.1) or (221.1)'
135,1.2.1.5,2482,'(218.1) or (221.1) or (4129.1) or (222.1) or (220.1)'
135,1.2.1.5,73,'(218.1) or (221.1) or (222.1) or (220.1)'
135,1.2.1.5,2012,''
136,1.2.1.8,3960,'(AF080579.1) or (AI348006.1) or (6389.1) or (6390.1) or (6391.1) or (6392.1) or (642502.1)'
136,1.2.1.8,3959,'(AA629629.1) or (AA854479.1) or (AI345944.1) or (AI378339.1) or (AI601100.1) or (AI631997.1) or (AI935189.1) or (124454.1) or (F23536.1) or (FLJ44968.1) or (H45672.1) or (H53099.1) or (3550.1) or (LOC727762.1) or (4694.1) or (4705.1) or (126328.1) or (55967.1) or (51079.1) or (4695.1) or (4696.1) or (4697.1) or (56901.1) or (4698.1) or (4700.1) or (4701.1) or (4702.1) or (4704.1) or (4706.1) or (4707.1) or (4716.1) or (54539.1) or (4708.1) or (4709.1) or (4710.1) or (4711.1) or (4712.1) or (4713.1) or (4714.1) or (4715.1) or (4717.1) or (4718.1) or (4719.1) or (4720.1) or (4722.1) or (4724.1) or (4725.1) or (4726.1) or (374291.1) or (4728.1) or (4723.1) or (4729.1) or (4731.1)'
136,1.2.1.8,558,'(56052.1)'
137,1.2.3.1,117,'(316.1)'
137,1.2.3.1,3965,'(1719.1) or (HG2846-HT2983.1)'
137,1.2.3.1,3147,''
137,1.2.3.1,4008,''
138,1.2.3.5,2089,'(57084.1) or (246213.1) or (57030.1)'
139,1.2.4.1,3881,''
140,1.2.4.2,3923,'(AA278423.1) or (48.1) or (50.1)'
140,1.2.4.2,3817,'(790.1)'
140,1.2.4.2,3882,''
140,1.2.4.2,3993,''
141,1.2.4.4,3883,''
141,1.2.4.4,3884,''
141,1.2.4.4,4024,''
142,1.2.7.2,4307,'(788.1)'
142,1.2.7.2,2821,''
143,1.3.1.1,3862,'(AA664770.1) or (AI684467.1) or (8833.1)'
143,1.3.1.1,3838,'(875.1)'
143,1.3.1.1,3863,'(6576.1)'
144,1.3.1.2,1128,'(1806.1)'
144,1.3.1.2,1127,''
145,1.3.1.20,340,'(1645.1)'
146,1.3.1.21,915,'(1718.1)'
146,1.3.1.21,916,'(1717.1)'
146,1.3.1.21,5860,''
146,1.3.1.21,5861,''
147,1.3.1.24,568,''
148,1.3.1.27,4464,''
148,1.3.1.27,4465,''
148,1.3.1.27,4466,''
149,1.3.1.34,6632,'(8310.1) or (30.1) or (8309.1) or (51.1)'
149,1.3.1.34,6441,'(3295.1) or (1962.1) or (3033.1) or (3028.1)'
149,1.3.1.34,6429,'(1892.1) or (3030.1) or (1962.1) or (3032.1)'
149,1.3.1.34,6075,'(1891.1)'
149,1.3.1.34,6430,'(1666.1)'
149,1.3.1.34,6442,'(1666.1)'
149,1.3.1.34,6070,'(10455.1) or (1962.1) or (1891.1)'
149,1.3.1.34,6066,'(10455.1) or (1962.1)'
150,1.3.1.38,3855,'(6576.1)'
150,1.3.1.38,3999,'(52.1) or (53.1) or (54.1) or (51205.1) or (55.1) or (AI191472.1) or (248.1) or (249.1) or (250.1) or (251.1)'
150,1.3.1.38,4116,'(1593.1)'
150,1.3.1.38,4015,'(10637.1) or (5831.1) or (29920.1) or (65263.1)'
150,1.3.1.38,4003,''
150,1.3.1.38,4072,''
151,1.3.1.70,6190,'(7108.1)'
151,1.3.1.70,4107,'(1892.1) or (1962.1) or (3030.1)'
151,1.3.1.70,6189,'(11001.1) or (2182.1) or (2181.1) or (2180.1) or (51703.1) or (23305.1)'
151,1.3.1.70,593,''
152,1.3.1.72,4110,''
152,1.3.1.72,4415,''
153,1.3.3.1,927,''
154,1.3.3.2,2450,'(6309.1)'
154,1.3.3.2,2449,''
155,1.3.3.3,734,'(9468.1) or (5130.1)'
156,1.3.3.4,3074,''
157,1.3.3.6,6072,'(8310.1) or (8309.1) or (51.1)'
157,1.3.3.6,6142,'(8310.1) or (8309.1) or (51.1)'
157,1.3.3.6,6646,'(8310.1) or (8309.1) or (51.1)'
157,1.3.3.6,241,'(8309.1)'
157,1.3.3.6,242,'(8309.1)'
157,1.3.3.6,6374,'(594.1)'
157,1.3.3.6,236,'(51.1) or (51.2)'
157,1.3.3.6,6057,'(51.1)'
157,1.3.3.6,6317,'(51.1)'
157,1.3.3.6,6375,'(51.1)'
157,1.3.3.6,6394,'(51.1)'
157,1.3.3.6,6480,'(51.1)'
157,1.3.3.6,6607,'(51.1)'
157,1.3.3.6,6645,'(51.1)'
157,1.3.3.6,6145,'(3295.1) or (1962.1)'
157,1.3.3.6,6217,'(3295.1) or (1962.1)'
157,1.3.3.6,6393,'(3295.1) or (1962.1)'
157,1.3.3.6,4046,'(30.1) or (10449.1) or (3032.1) or (4645.1)'
157,1.3.3.6,6628,'(30.1)'
157,1.3.3.6,6067,'(26063.1)'
157,1.3.3.6,6071,'(26063.1)'
157,1.3.3.6,6141,'(23600.1)'
157,1.3.3.6,6631,'(1962.1)'
157,1.3.3.6,6197,'(1591.1)'
157,1.3.3.6,6644,'(10901.1)'
157,1.3.3.6,6423,'(10449.1) or (3032.1) or (3030.1)'
157,1.3.3.6,6427,'(10449.1) or (3032.1) or (3030.1)'
157,1.3.3.6,6433,'(10449.1) or (3032.1) or (3030.1)'
157,1.3.3.6,6435,'(10449.1) or (3032.1) or (3030.1)'
157,1.3.3.6,6056,'(10327.1)'
157,1.3.3.6,6479,'(10005.1) or (122970.1) or (570.1)'
157,1.3.3.6,6606,'(10005.1) or (122970.1) or (570.1)'
157,1.3.3.6,4454,''
157,1.3.3.6,4455,''
157,1.3.3.6,4456,''
157,1.3.3.6,4457,''
157,1.3.3.6,4458,''
157,1.3.3.6,4459,''
157,1.3.3.6,6316,''
158,1.3.5.1,3940,'(AI090874.1) or (AL048840.1) or (BG035985.1) or (3157.1) or (3158.1)'
159,1.3.99.1,3467,''
160,1.3.99.10,233,'(3712.1)'
160,1.3.99.10,4017,''
161,1.3.99.12,231,'(36.1) or (34.1)'
161,1.3.99.12,234,'(34.1) or (27034.1)'
161,1.3.99.12,3984,''
162,1.3.99.13,5563,'(51.1) or (8310.1)'
162,1.3.99.13,5565,'(51.1) or (8310.1)'
162,1.3.99.13,5567,'(51.1) or (8310.1)'
162,1.3.99.13,5562,'(33.1) or (51.1)'
162,1.3.99.13,5564,'(33.1) or (51.1)'
162,1.3.99.13,5566,'(33.1) or (51.1)'
162,1.3.99.13,5568,'(33.1) or (51.1)'
162,1.3.99.13,5561,'(11001.1) or (2182.1) or (2181.1) or (2180.1) or (51703.1) or (23305.1)'
163,1.3.99.2,232,'(80724.1) or (36.1) or (35.1) or (34.1) or (84129.1) or (27034.1) or (28976.1)'
163,1.3.99.2,3966,'(1719.1) or (HG2846-HT2983.1)'
164,1.3.99.3,4033,'(AA526438.1) or (H17063.1) or (51102.1) or (55825.1)'
164,1.3.99.3,6025,'(51.1) or (8310.1)'
164,1.3.99.3,6027,'(51.1) or (8310.1)'
164,1.3.99.3,1701,'(51.1 and 3295.1 and 30.1) or (30.1 and 51.2 and 1962.1) or (51.1 and 30.1 and 1962.1) or (3295.1 and 30.1 and 51.2)'
164,1.3.99.3,3062,'(5096.1 and 5095.1)'
164,1.3.99.3,1669,'(35.1) or (34.1)'
164,1.3.99.3,1670,'(35.1) or (34.1)'
164,1.3.99.3,1675,'(35.1) or (34.1)'
164,1.3.99.3,1691,'(35.1) or (34.1)'
164,1.3.99.3,6024,'(34.1) or (33.1) or (36.1) or (51.1)'
164,1.3.99.3,6026,'(34.1) or (33.1) or (36.1) or (51.1)'
164,1.3.99.3,6028,'(34.1) or (33.1) or (36.1) or (51.1)'
164,1.3.99.3,6260,'(34.1) or (33.1) or (36.1)'
164,1.3.99.3,6261,'(34.1) or (33.1) or (36.1)'
164,1.3.99.3,1668,'(34.1)'
164,1.3.99.3,1676,'(34.1)'
164,1.3.99.3,1711,'(3295.1 and 30.1 and 51.2) or (51.1 and 30.1 and 1962.1) or (51.1 and 3295.1 and 30.1) or (30.1 and 51.2 and 1962.1)'
164,1.3.99.3,3856,'(26.1)'
164,1.3.99.3,6023,'(11001.1) or (2182.1) or (2181.1) or (2180.1) or (51703.1) or (23305.1)'
164,1.3.99.3,1667,''
164,1.3.99.3,6259,''
165,1.3.99.5,3425,'(6715.1) or (6716.1)'
165,1.3.99.5,3424,'(2222.1)'
166,1.3.99.6,343,'(6718.1)'
166,1.3.99.6,344,'(6718.1)'
167,1.3.99.7,3953,'(3156.1)'
167,1.3.99.7,2086,''
168,1.4.1.3,2078,'(2571.1) or (2572.1) or (2571.2)'
169,1.4.1.4,2079,'(2747.1) or (2746.1)'
170,1.4.3.1,858,'(2745.1) or (51022.2) or (51022.1)'
171,1.4.3.14,2459,'(387893.1) or (58508.2) or (83852.1) or (80854.1) or (9869.1) or (84444.1) or (10919.2) or (6839.1) or (10919.1) or (79723.1) or (58508.1) or (79813.1)'
172,1.4.3.3,1109,'(6570.1) or (6571.1)'
172,1.4.3.3,851,''
172,1.4.3.3,855,''
172,1.4.3.3,1117,''
173,1.4.3.4,72,'(4128.1) or (4129.1)'
173,1.4.3.4,79,'(4128.1) or (4129.1)'
173,1.4.3.4,88,'(4128.1) or (4129.1)'
173,1.4.3.4,89,'(4128.1) or (4129.1)'
173,1.4.3.4,119,'(4128.1) or (4129.1)'
173,1.4.3.4,123,'(4128.1) or (4129.1)'
173,1.4.3.4,415,'(4128.1) or (4129.1)'
173,1.4.3.4,3579,'(11254.1)'
173,1.4.3.4,2502,''
173,1.4.3.4,2543,''
174,1.4.3.5,2935,'(1738.1 and 8050.1) and (5161.1 and 5162.1) and (1737.1) or (1738.1 and 8050.1) and (5160.1 and 5162.1) and (1737.1)'
174,1.4.3.5,3142,''
174,1.4.3.5,3885,''
175,1.4.3.6,13,'(8639.1) or (26.1) or (314.2) or (314.1)'
175,1.4.3.6,146,'(8639.1)'
175,1.4.3.6,5436,'(8639.1)'
175,1.4.3.6,5439,'(8639.1)'
175,1.4.3.6,5442,'(8639.1)'
175,1.4.3.6,5451,'(8639.1)'
175,1.4.3.6,5454,'(8639.1)'
175,1.4.3.6,6412,'(8639.1)'
175,1.4.3.6,3602,'(7299.1)'
175,1.4.3.6,3849,'(6576.1)'
175,1.4.3.6,3133,'(6303.1) or (112483.1)'
175,1.4.3.6,5435,'(51529.1)'
175,1.4.3.6,5450,'(4353.1)'
175,1.4.3.6,90,'(4129.1) or (8639.1) or (26.1) or (314.2) or (314.1) or (4128.1)'
175,1.4.3.6,2503,'(4128.1) or (4129.1)'
175,1.4.3.6,5437,'(26.1)'
175,1.4.3.6,5438,'(26.1)'
175,1.4.3.6,5440,'(26.1)'
175,1.4.3.6,5441,'(26.1)'
175,1.4.3.6,5443,'(26.1)'
175,1.4.3.6,5452,'(26.1)'
175,1.4.3.6,5453,'(26.1)'
175,1.4.3.6,5455,'(26.1)'
175,1.4.3.6,6413,'(26.1)'
175,1.4.3.6,2240,'(11254.1) or (54407.1)'
175,1.4.3.6,2750,''
175,1.4.3.6,2940,''
175,1.4.3.6,6411,''
176,1.5.1.10,3323,'(10157.1)'
177,1.5.1.12,551,'(8854.2) or (501.1) or (216.1) or (224.1) or (8854.3) or (223.1) or (8854.1)'
177,1.5.1.12,2613,'(8854.2) or (501.1) or (216.1) or (224.1) or (8854.3) or (223.1) or (8854.1)'
177,1.5.1.12,3155,'(8854.2) or (501.1) or (216.1) or (224.1) or (8854.3) or (223.1) or (8854.1)'
177,1.5.1.12,118,'(8659.2) or (219.1) or (8659.1) or (217.1)'
177,1.5.1.12,95,'(8659.1) or (8659.2)'
177,1.5.1.12,4034,'(30.1) or (10449.1) or (3032.1) or (4645.1)'
177,1.5.1.12,2013,'(223.1) or (220.1) or (224.1) or (8854.2) or (218.1) or (8854.1) or (216.1) or (221.1) or (8854.3) or (222.1)'
177,1.5.1.12,369,'(219.1) or (8659.1) or (217.1) or (8659.2)'
177,1.5.1.12,2330,'(216.1) or (8854.1) or (224.1) or (8854.2) or (223.1) or (501.1) or (8854.3)'
177,1.5.1.12,3792,'(134526.1)'
177,1.5.1.12,2898,''
177,1.5.1.12,2973,''
178,1.5.1.2,3991,'(C7orf24.1)'
178,1.5.1.2,2899,'(8659.1) or (8659.2)'
178,1.5.1.2,2900,'(5831.1) or (5831.2)'
178,1.5.1.2,3990,'(1629.1)'
178,1.5.1.2,3989,''
178,1.5.1.2,3992,''
178,1.5.1.2,7378,''
178,1.5.1.2,7386,''
179,1.5.1.20,7373,'(4598.1)'
179,1.5.1.20,4118,'(3295.1)'
179,1.5.1.20,4117,'(1962.1) or (3033.1) or (3028.1) or (3295.1)'
180,1.5.1.29,6409,'(224.1) or (218.1)'
181,1.5.1.3,3943,'(BE966236.1) or (6240.1) or (6241.1) or (50484.1)'
181,1.5.1.3,3944,'(BE966236.1) or (6240.1) or (6241.1) or (50484.1)'
181,1.5.1.3,3836,'(6576.1)'
181,1.5.1.3,924,''
181,1.5.1.3,3835,''
182,1.5.1.34,3893,''
183,1.5.1.5,2603,'(4522.1)'
183,1.5.1.5,2602,'(25902.1) or (10797.1)'
183,1.5.1.5,2605,'(10797.1)'
183,1.5.1.5,2604,'(100287639.1) or (441024.1)'
184,1.5.1.6,1774,'(10588.1)'
185,1.5.1.8,3322,'(5476.1) and (2720.1) and (2588.1) and (4758.1)'
186,1.5.1.9,3948,'(BE966236.1) or (6240.1) or (6241.1) or (50484.1)'
187,1.5.3.1,3328,'(3176.1)'
188,1.5.3.11,5596,'(30.1)'
188,1.5.3.11,5598,'(196743.1)'
188,1.5.3.11,5600,'(196743.1)'
188,1.5.3.11,5597,''
188,1.5.3.11,5599,''
188,1.5.3.11,5601,''
189,1.5.3.7,2437,''
190,1.5.5.1,1188,'(2109.2) and (2108.1) or (2109.1) and (2108.1)'
191,1.5.99.2,987,'(2224.1)'
191,1.5.99.2,3332,''
192,1.5.99.6,3411,''
193,1.5.99.8,3091,'(58510.1)'
193,1.5.99.8,3090,'(5033.1) and (5034.1) or (8974.1) and (5034.1)'
194,1.6.1.2,3515,''
195,1.6.2.2,3780,'(AA532636.1) or (2936.1)'
196,1.6.5.4,857,''
197,1.6.5.5,5891,'(4353.1)'
197,1.6.5.5,5622,'(373156.1)'
197,1.6.5.5,5901,'(373156.1)'
197,1.6.5.5,5623,''
197,1.6.5.5,5892,''
198,1.6.99.3,2666,''
199,1.6.99.7,931,''
200,1.7.1.7,3847,'(52.1) or (53.1) or (54.1) or (51205.1) or (55.1) or (AI191472.1) or (248.1) or (249.1) or (250.1) or (251.1)'
200,1.7.1.7,2119,'(2762.1)'
201,1.7.14.1,3209,'(6240.1 and 6241.1)'
201,1.7.14.1,3210,'(6240.1 and 6241.1)'
201,1.7.14.1,3211,'(6240.1 and 6241.1)'
201,1.7.14.1,3208,''
202,1.8.1.3,3880,''
203,1.8.1.4,5446,'(7173.1) or (9588.1)'
203,1.8.1.4,5449,'(593.1) or (594.1) or (1738.1)'
203,1.8.1.4,5448,'(4353.1) or (9588.1)'
203,1.8.1.4,5447,'(4025.1)'
203,1.8.1.4,1963,'(275.1) and (1738.1) and (2731.1) and (2653.1)'
203,1.8.1.4,1966,'(275.1) and (1738.1) and (2731.1) and (2653.1)'
203,1.8.1.4,2831,'(1629.1) and (594.1 and 593.1) and (1738.1) or (1629.1) and (1738.1) and (594.2 and 593.1)'
203,1.8.1.4,2832,'(1629.1) and (594.1 and 593.1) and (1738.1) or (1629.1) and (1738.1) and (594.2 and 593.1)'
203,1.8.1.4,2830,''
203,1.8.1.4,5445,''
204,1.8.1.7,3779,'(AV717590.1) or (953.1) or (954.1) or (956.1) or (377841.1)'
204,1.8.1.7,2153,'(2936.1)'
204,1.8.1.7,3778,'(1356.1) or (2495.1) or (2509.1) or (94033.1) or (84343.1)'
204,1.8.1.7,2152,''
205,1.8.1.9,3567,'(7296.4) or (7296.1) or (7296.3) or (7296.2)'
205,1.8.1.9,3565,'(7296.3) or (7296.1) or (7296.4) or (7296.2)'
205,1.8.1.9,3566,'(7296.1) or (7296.4) or (7296.2) or (7296.3)'
205,1.8.1.9,3564,'(7167.1) or (286016.1)'
205,1.8.1.9,3782,'(51706.1) or (1727.1)'
205,1.8.1.9,4444,''
206,1.8.3.1,3810,'(AI222095.1) or (AI697028.1) or (D87002.1) or (2678.1) or (728441.1) or (2687.1) or (2686.1) or (728226.1) or (NM_013421.1)'
207,1.8.4.4,788,'(6510.1)'
208,2.1.1.1,2754,'(349565.1) or (23057.2) or (23057.1)'
209,2.1.1.103,4115,'(1593.1)'
209,2.1.1.103,4114,'(124.1) or (125.1) or (128.1) or (130.1) or (131.1) or (AI291895.1) or (M68895.1) or (X63359.1)'
209,2.1.1.103,3933,''
210,2.1.1.114,919,'(8560.1) or (8560.2)'
211,2.1.1.13,2532,'(6520.1 and 8140.1)'
211,2.1.1.13,6659,'(2329.1) or (2328.1) or (2330.1) or (2326.1) or (2327.1)'
211,2.1.1.13,5882,''
211,2.1.1.13,6660,''
211,2.1.1.13,6661,''
211,2.1.1.13,6662,''
212,2.1.1.17,6546,'(8529.1) or (4051.1) or (126410.1)'
212,2.1.1.17,2951,'(5833.1)'
212,2.1.1.17,2952,'(10400.2) or (10400.1) or (10400.3)'
212,2.1.1.17,5389,'(10400.1)'
212,2.1.1.17,6548,'(10400.1)'
212,2.1.1.17,5387,''
212,2.1.1.17,5388,''
212,2.1.1.17,6547,''
213,2.1.1.2,1886,'(140679.1)'
214,2.1.1.20,2125,''
215,2.1.1.28,2755,'(4837.1)'
216,2.1.1.37,998,'(1787.3) or (1788.2) or (1786.1) or (1787.4) or (1787.6) or (1788.3) or (1789.4) or (1789.2) or (1789.1) or (1787.5) or (1789.3) or (1787.1) or (1788.4) or (1788.1) or (1787.2)'
216,2.1.1.37,997,''
217,2.1.1.4,248,'(438.1)'
217,2.1.1.4,249,'(438.1)'
218,2.1.1.43,2457,'(80854.1) or (58508.2) or (79723.1) or (10919.1) or (9869.1) or (84444.1) or (83852.1) or (6839.1) or (10919.2) or (79813.1) or (58508.1) or (387893.1)'
218,2.1.1.43,2458,'(387893.1) or (58508.2) or (83852.1) or (80854.1) or (9869.1) or (84444.1) or (10919.2) or (6839.1) or (10919.1) or (79723.1) or (58508.1) or (79813.1)'
218,2.1.1.43,2456,'(1644.1)'
219,2.1.1.45,3554,''
220,2.1.1.49,3428,'(15.1)'
221,2.1.1.5,561,''
222,2.1.1.6,3325,'(9060.1) or (9061.1)'
222,2.1.1.6,1102,'(7299.1)'
222,2.1.1.6,5906,'(2990.1)'
222,2.1.1.6,5610,'(1576.1)'
222,2.1.1.6,49,'(1312.1) or (1312.2)'
222,2.1.1.6,3326,'(1312.1) or (118881.1) or (1312.2)'
222,2.1.1.6,5769,'(10249.1)'
222,2.1.1.6,5611,''
222,2.1.1.6,5612,''
222,2.1.1.6,5613,''
222,2.1.1.6,5614,''
222,2.1.1.6,5615,''
222,2.1.1.6,5713,''
222,2.1.1.6,5715,''
222,2.1.1.6,5716,''
222,2.1.1.6,5770,''
222,2.1.1.6,5771,''
222,2.1.1.6,5777,''
222,2.1.1.6,5850,''
223,2.1.1.8,3327,'(118881.1)'
224,2.1.2.1,2008,'(6472.1)'
224,2.1.2.1,2007,'(6470.1) or (6470.2)'
224,2.1.2.1,2009,'(6470.1) or (6470.2)'
224,2.1.2.1,2006,''
225,2.1.2.10,3946,'(BE966236.1) or (6240.1) or (6241.1) or (50484.1)'
225,2.1.2.10,3852,'(6576.1)'
225,2.1.2.10,1962,'(4329.1) or (7915.1) or (8659.1) or (5832.1) or (217.1) or (7915.2) or (219.1) or (8659.2)'
225,2.1.2.10,1964,'(275.1) and (1738.1) and (2731.1) and (2653.1)'
225,2.1.2.10,1965,'(275.1) and (1738.1) and (2731.1) and (2653.1)'
225,2.1.2.10,1967,'(275.1) and (1738.1) and (2731.1) and (2653.1)'
226,2.1.2.2,1951,'(2597.1) or (26330.1)'
227,2.1.2.3,333,'(471.1)'
228,2.1.2.5,2080,'(2747.1) or (2746.1)'
229,2.1.3.2,498,'(790.1)'
230,2.1.3.3,2822,''
231,2.1.3.85,4032,'(AI373818.1) or (54677.1)'
232,2.1.4.1,2093,''
233,2.2.1.1,3546,'(7173.4) or (7173.1) or (7173.3) or (7173.2) or (7173.5)'
233,2.2.1.1,3547,'(7086.1) or (84076.1) or (8277.1)'
234,2.2.1.2,3478,''
235,2.3.1.1,210,'(162417.1)'
235,2.3.1.1,5744,'(162417.1)'
235,2.3.1.1,5745,'(162417.1)'
235,2.3.1.1,5802,'(1593.1)'
235,2.3.1.1,5796,'(1589.1)'
235,2.3.1.1,5743,''
236,2.3.1.12,2934,'(5152.1)'
236,2.3.1.12,3961,''
237,2.3.1.13,5768,'(1581.1)'
237,2.3.1.13,5864,'(10249.1)'
237,2.3.1.13,5865,'(10249.1)'
237,2.3.1.13,5765,''
237,2.3.1.13,5863,''
238,2.3.1.137,4001,'(AI926493.1) or (5167.1) or (5169.1)'
238,2.3.1.137,4002,'(6576.1)'
239,2.3.1.14,2972,'(5743.1) or (5742.1)'
240,2.3.1.15,2131,'(57678.1)'
240,2.3.1.15,2130,''
240,2.3.1.15,4334,''
240,2.3.1.15,4335,''
240,2.3.1.15,4336,''
240,2.3.1.15,4337,''
240,2.3.1.15,4338,''
240,2.3.1.15,4339,''
241,2.3.1.154,6146,'(8310.1) or (8309.1) or (51.1)'
241,2.3.1.154,5688,'(6342.1)'
241,2.3.1.154,5686,'(10005.1) or (122970.1) or (570.1)'
241,2.3.1.154,5687,''
242,2.3.1.16,3851,'(AA676725.1) or (196951.1) or (2584.1) or (2585.1)'
242,2.3.1.16,4062,'(AA177072.1) or (2194.1) or (54995.1)'
242,2.3.1.16,6474,'(8529.1) or (4051.1) or (126410.1)'
242,2.3.1.16,6218,'(8310.1) or (8309.1) or (51.1)'
242,2.3.1.16,6395,'(8310.1) or (30.1) or (8309.1) or (51.1)'
242,2.3.1.16,4000,'(80347.1)'
242,2.3.1.16,5588,'(7084.1)'
242,2.3.1.16,6029,'(51.1) or (8310.1)'
242,2.3.1.16,6434,'(51.1)'
242,2.3.1.16,4004,'(4357.1)'
242,2.3.1.16,6601,'(4259.1) or (4258.1) or (4257.1)'
242,2.3.1.16,1677,'(34.1) or (34.1) or (35.1) or (35.1)'
