cid,old_cid,rid,old_rid,sch,ismain
466,',4157,',1,'
4111,',4157,',1,'
3155,',4158,',1,'
4389,',4158,',1,'
2278,',4159,',1,'
4972,',4160,',1,'
637,',4161,',1,'
4503,',4162,',1,'
512,',4163,',1,'
512,',4164,',1,'
3046,',4165,',1,'
4460,',4165,',1,'
3635,',4166,',1,'
3993,',4166,',1,'
2255,',4167,',1,'
4723,',4167,',1,'
2255,',4168,',1,'
3635,',4168,',1,'
4844,',4169,',1,'
580,',4170,',1,'
2241,',4170,',1,'
3179,',4170,',1,'
4395,',4170,',1,'
4837,',4171,',1,'
276,',4172,',1,'
489,',4173,',1,'
721,',4174,',1,'
718,',4175,',1,'
4745,',4176,',1,'
3499,',4177,',1,'
3496,',4178,',1,'
3229,',4179,',1,'
3492,',4180,',1,'
2351,',4181,',1,'
4691,',4182,',1,'
2258,',4183,',1,'
4269,',4183,',1,'
2259,',4184,',1,'
4269,',4184,',1,'
2568,',4185,',1,'
4051,',4186,',1,'
786,',4187,',1,'
4114,',4187,',1,'
784,',4188,',1,'
4111,',4188,',1,'
2846,',4189,',1,'
2844,',4190,',1,'
529,',4191,',1,'
2224,',4192,',1,'
4507,',4193,',1,'
4111,',4194,',1,'
4406,',4194,',1,'
365,',4195,',1,'
4715,',4196,',1,'
4712,',4197,',1,'
3902,',4198,',1,'
3898,',4199,',1,'
3832,',4200,',1,'
2226,',4201,',1,'
2226,',4202,',1,'
2995,',4203,',1,'
3337,',4203,',1,'
574,',4204,',1,'
831,',4204,',1,'
3173,',4204,',1,'
4389,',4204,',1,'
833,',4205,',1,'
557,',4206,',1,'
2364,',4206,',1,'
2365,',4207,',1,'
3251,',4207,',1,'
2364,',4208,',1,'
4402,',4208,',1,'
2365,',4209,',1,'
4402,',4209,',1,'
2364,',4210,',1,'
3477,',4210,',1,'
2363,',4211,',1,'
3477,',4211,',1,'
2364,',4212,',1,'
3480,',4212,',1,'
2365,',4213,',1,'
3480,',4213,',1,'
2364,',4214,',1,'
3486,',4214,',1,'
2363,',4215,',1,'
3486,',4215,',1,'
2361,',4216,',1,'
3489,',4216,',1,'
727,',4217,',1,'
2364,',4217,',1,'
727,',4218,',1,'
2365,',4218,',1,'
3263,',4219,',1,'
2590,',4220,',1,'
580,',4221,',1,'
2595,',4221,',1,'
3179,',4221,',1,'
4395,',4221,',1,'
4813,',4222,',1,'
580,',4223,',1,'
2234,',4223,',1,'
3179,',4223,',1,'
4395,',4223,',1,'
4111,',4224,',1,'
4748,',4224,',1,'
581,',4225,',1,'
3180,',4225,',1,'
4396,',4225,',1,'
4749,',4225,',1,'
2498,',4226,',1,'
2498,',4227,',1,'
5017,',4228,',1,'
2596,',4229,',1,'
580,',4230,',1,'
3179,',4230,',1,'
4395,',4230,',1,'
5019,',4230,',1,'
580,',4231,',1,'
3179,',4231,',1,'
4395,',4231,',1,'
5022,',4231,',1,'
574,',4232,',1,'
2562,',4232,',1,'
3173,',4232,',1,'
4389,',4232,',1,'
2561,',4233,',1,'
3337,',4233,',1,'
574,',4234,',1,'
3173,',4234,',1,'
4389,',4234,',1,'
4757,',4234,',1,'
581,',4235,',1,'
3180,',4235,',1,'
4396,',4235,',1,'
4757,',4235,',1,'
828,',4236,',1,'
3342,',4237,',1,'
3343,',4238,',1,'
2469,',4239,',1,'
4111,',4239,',1,'
2516,',4240,',1,'
4111,',4240,',1,'
2573,',4241,',1,'
4111,',4241,',1,'
3345,',4242,',1,'
3346,',4243,',1,'
2240,',4244,',1,'
2246,',4245,',1,'
2240,',4246,',1,'
3348,',4247,',1,'
3349,',4248,',1,'
3351,',4249,',1,'
3352,',4250,',1,'
732,',4251,',1,'
739,',4252,',1,'
748,',4253,',1,'
2456,',4254,',1,'
3040,',4255,',1,'
3544,',4256,',1,'
3841,',4257,',1,'
3939,',4258,',1,'
4043,',4259,',1,'
4369,',4260,',1,'
4645,',4261,',1,'
4881,',4262,',1,'
4916,',4263,',1,'
4913,',4264,',1,'
3354,',4265,',1,'
3355,',4266,',1,'
2253,',4267,',1,'
3173,',4267,',1,'
2253,',4268,',1,'
4111,',4268,',1,'
3202,',4269,',1,'
3205,',4270,',1,'
3208,',4271,',1,'
3215,',4272,',1,'
3258,',4273,',1,'
3471,',4274,',1,'
3218,',4275,',1,'
3220,',4276,',1,'
3222,',4277,',1,'
3341,',4278,',1,'
3344,',4279,',1,'
3347,',4280,',1,'
3350,',4281,',1,'
3353,',4282,',1,'
4576,',4283,',1,'
469,',4284,104,1,'
4210,',4284,104,1,'
3224,',4285,',1,'
3211,',4286,',1,'
753,',4287,',1,'
2726,',4288,',1,'
3217,',4289,',1,'
3226,',4290,',1,'
3214,',4291,',1,'
3213,',4292,',1,'
3219,',4293,',1,'
3221,',4294,',1,'
3223,',4295,',1,'
3381,',4296,',1,'
4136,',4296,',1,'
3383,',4297,',1,'
4142,',4297,',1,'
2325,',4298,',1,'
3179,',4298,',1,'
3382,',4298,',1,'
4142,',4298,',1,'
2325,',4299,',1,'
3179,',4299,',1,'
3382,',4299,',1,'
4129,',4299,',1,'
4981,',4300,',1,'
748,',4301,',1,'
4111,',4301,',1,'
3046,',4302,',1,'
4111,',4302,',1,'
2325,',4303,',1,'
5062,',4303,',1,'
632,',4304,',1,'
3635,',4304,',1,'
634,',4305,',1,'
3635,',4305,',1,'
4389,',4306,',1,'
2323,',4307,',1,'
4128,',4307,',1,'
4415,',4307,',1,'
134,',4308,',1,'
3177,',4308,',1,'
2734,',4309,',1,'
3173,',4309,',1,'
4946,',4309,',1,'
1050,',4310,',1,'
574,',4311,',1,'
3173,',4311,',1,'
4389,',4311,',1,'
4669,',4311,',1,'
2995,',4312,',1,'
4111,',4312,',1,'
2333,',4313,',1,'
3358,',4313,',1,'
2333,',4314,',1,'
3359,',4314,',1,'
2333,',4315,',1,'
3361,',4315,',1,'
2333,',4316,',1,'
3363,',4316,',1,'
2333,',4317,',1,'
3365,',4317,',1,'
2333,',4318,',1,'
3366,',4318,',1,'
2333,',4319,',1,'
3367,',4319,',1,'
2333,',4320,',1,'
3369,',4320,',1,'
2246,',4321,',1,'
3179,',4321,',1,'
3499,',4321,',1,'
2243,',4322,',1,'
3176,',4322,',1,'
3498,',4322,',1,'
2246,',4323,',1,'
3179,',4323,',1,'
3505,',4323,',1,'
2246,',4324,',1,'
4715,',4324,',1,'
2243,',4325,',1,'
4714,',4325,',1,'
2246,',4326,',1,'
3179,',4326,',1,'
4229,',4326,',1,'
2243,',4327,',1,'
3176,',4327,',1,'
4228,',4327,',1,'
2246,',4328,',1,'
3179,',4328,',1,'
3902,',4328,',1,'
2243,',4329,',1,'
3176,',4329,',1,'
3900,',4329,',1,'
2246,',4330,',1,'
3179,',4330,',1,'
3914,',4330,',1,'
2246,',4331,',1,'
3179,',4331,',1,'
3923,',4331,',1,'
721,',4332,',1,'
2246,',4332,',1,'
3179,',4332,',1,'
720,',4333,',1,'
2243,',4333,',1,'
3176,',4333,',1,'
2327,',4334,',1,'
3370,',4334,',1,'
2327,',4335,',1,'
3371,',4335,',1,'
2327,',4336,',1,'
3372,',4336,',1,'
2327,',4337,',1,'
3373,',4337,',1,'
2327,',4338,',1,'
3374,',4338,',1,'
2327,',4339,',1,'
3375,',4339,',1,'
671,',4340,',1,'
3513,',4340,',1,'
4421,',4340,',1,'
666,',4341,',1,'
3511,',4341,',1,'
4417,',4341,',1,'
671,',4342,',1,'
4421,',4342,',1,'
4705,',4342,',1,'
666,',4343,',1,'
4417,',4343,',1,'
4702,',4343,',1,'
671,',4344,',1,'
4251,',4344,',1,'
4421,',4344,',1,'
671,',4345,1794,1,'
3907,',4345,1794,1,'
4421,',4345,1794,1,'
671,',4346,',1,'
3926,',4346,',1,'
4421,',4346,',1,'
671,',4347,',1,'
3926,',4347,',1,'
4421,',4347,',1,'
671,',4348,1671,1,'
725,',4348,1671,1,'
4421,',4348,1671,1,'
2818,',4349,',1,'
2821,',4349,',1,'
4415,',4350,',1,'
4416,',4351,',1,'
4870,',4352,',1,'
4870,',4353,',1,'
3923,',4354,',1,'
3922,',4355,',1,'
4229,',4356,',1,'
4226,',4357,',1,'
3505,',4358,',1,'
3503,',4359,',1,'
555,',4360,',1,'
2319,',4360,',1,'
3376,',4360,',1,'
3377,',4361,',1,'
4131,',4361,',1,'
3182,',4362,',1,'
3378,',4362,',1,'
3356,',4363,',1,'
4131,',4363,',1,'
555,',4364,',1,'
4712,',4364,',1,'
3907,',4365,',1,'
574,',4366,',1,'
3384,',4366,',1,'
4389,',4366,',1,'
578,',4367,',1,'
3385,',4367,',1,'
4393,',4367,',1,'
3388,',4368,',1,'
4125,',4368,',1,'
3386,',4369,',1,'
4121,',4369,',1,'
3387,',4370,',1,'
4123,',4370,',1,'
3389,',4371,',1,'
4126,',4371,',1,'
3392,',4372,',1,'
4136,',4372,',1,'
3390,',4373,',1,'
4131,',4373,',1,'
3391,',4374,',1,'
4134,',4374,',1,'
3393,',4375,',1,'
4137,',4375,',1,'
2816,',4376,',1,'
3394,',4376,',1,'
3173,',4377,',1,'
3396,',4377,',1,'
3174,',4378,',1,'
3395,',4378,',1,'
3397,',4379,',1,'
4324,',4379,',1,'
739,',4390,',1,'
4881,',4390,',1,'
739,',4391,',1,'
3647,',4391,',1,'
4881,',4391,',1,'
3544,',4392,',1,'
739,',4393,',1,'
741,',4394,',1,'
739,',4405,',1,'
3544,',4405,',1,'
735,',4406,',1,'
742,',4406,',1,'
2459,',4406,',1,'
3547,',4406,',1,'
4840,',4406,',1,'
3914,',4407,',1,'
3913,',4408,',1,'
3380,',4409,',1,'
3379,',4410,',1,'
3246,',4412,',1,'
3399,',4413,',1,'
3173,',4414,',1,'
4127,',4414,',1,'
4654,',4414,',1,'
4136,',4415,',1,'
5063,',4415,',1,'
5063,',4416,',1,'
3400,',4417,',1,'
4819,',4418,',1,'
4150,',4419,',1,'
5048,',4419,',1,'
4334,',4420,',1,'
3401,',4421,',1,'
3023,',4422,',1,'
3093,',4422,',1,'
3019,',4423,',1,'
2327,',4424,',1,'
3402,',4424,',1,'
2363,',4425,',1,'
4250,',4425,',1,'
2327,',4426,',1,'
3404,',4426,',1,'
2363,',4427,',1,'
4415,',4427,',1,'
2327,',4428,',1,'
3406,',4428,',1,'
795,',4429,',1,'
2363,',4429,',1,'
2361,',4430,',1,'
4415,',4430,',1,'
794,',4431,',1,'
2363,',4431,',1,'
3019,',4432,',1,'
2946,',4434,',1,'
3410,',4434,',1,'
2320,',4435,',1,'
3183,',4435,',1,'
2825,',4436,',1,'
4390,',4437,',1,'
3177,',4438,',1,'
3547,',4438,',1,'
2586,',4439,',1,'
3084,',4440,',1,'
3186,',4441,',1,'
3472,',4441,',1,'
578,',4442,589,1,'
4871,',4442,589,1,'
3012,',4443,591,1,'
4871,',4443,591,1,'
3177,',4444,588,1,'
4140,',4444,588,1,'
4868,',4444,588,1,'
646,',4445,',1,'
4649,',4446,',1,'
4046,',4447,',1,'
2459,',4448,',1,'
4840,',4449,',1,'
4871,',4450,',1,'
2523,',4451,',1,'
3196,',4451,',1,'
3196,',4452,',1,'
3289,',4452,',1,'
3196,',4453,',1,'
3290,',4453,',1,'
766,',4454,',1,'
4532,',4454,',1,'
2522,',4455,',1,'
4532,',4455,',1,'
3291,',4456,',1,'
4532,',4456,',1,'
3288,',4457,',1,'
4532,',4457,',1,'
3287,',4458,',1,'
4532,',4458,',1,'
2485,',4459,',1,'
4532,',4459,',1,'
73,',4460,',1,'
4529,',4460,',1,'
133,',4461,',1,'
3177,',4461,',1,'
3177,',4462,',1,'
4372,',4462,',1,'
3177,',4463,',1,'
4369,',4463,',1,'
3628,',4464,',1,'
4131,',4464,',1,'
4420,',4465,',1,'
473,',4466,',1,'
4523,',4466,',1,'
2636,',4467,',1,'
4250,',4468,',1,'
3475,',4469,',1,'
2822,',4470,',1,'
3483,',4470,',1,'
3484,',4471,',1,'
3485,',4472,',1,'
4128,',4472,',1,'
483,',4473,2244,1,'
2524,',4473,2244,1,'
483,',4474,',1,'
3475,',4474,',1,'
671,',4475,2238,1,'
3476,',4475,2238,1,'
4421,',4475,2238,1,'
666,',4476,2238,1,'
3474,',4476,2238,1,'
4417,',4476,2238,1,'
3683,',4477,',1,'
3154,',4478,',1,'
830,',4479,',1,'
4756,',4480,',1,'
2561,',4481,',1,'
3425,',4482,',1,'
3427,',4483,',1,'
3431,',4484,',1,'
3433,',4485,',1,'
3469,',4486,',1,'
784,',4487,',1,'
574,',4488,',1,'
719,',4488,',1,'
3173,',4488,',1,'
4389,',4488,',1,'
574,',4489,',1,'
3173,',4489,',1,'
3497,',4489,',1,'
4389,',4489,',1,'
574,',4490,',1,'
3173,',4490,',1,'
4227,',4490,',1,'
4389,',4490,',1,'
574,',4491,',1,'
3173,',4491,',1,'
4389,',4491,',1,'
4713,',4491,',1,'
574,',4492,',1,'
3173,',4492,',1,'
3899,',4492,',1,'
4389,',4492,',1,'
574,',4493,',1,'
2773,',4493,',1,'
3173,',4493,',1,'
4389,',4493,',1,'
574,',4494,',1,'
3173,',4494,',1,'
3921,',4494,',1,'
4389,',4494,',1,'
574,',4495,',1,'
3173,',4495,',1,'
3912,',4495,',1,'
4389,',4495,',1,'
574,',4496,',1,'
3173,',4496,',1,'
3875,',4496,',1,'
4389,',4496,',1,'
574,',4497,',1,'
3173,',4497,',1,'
3502,',4497,',1,'
4389,',4497,',1,'
574,',4498,',1,'
2633,',4498,',1,'
3173,',4498,',1,'
4389,',4498,',1,'
574,',4499,',1,'
3409,',4499,',1,'
4389,',4499,',1,'
574,',4500,',1,'
3173,',4500,',1,'
3415,',4500,',1,'
4389,',4500,',1,'
574,',4501,',1,'
3173,',4501,',1,'
3416,',4501,',1,'
4389,',4501,',1,'
574,',4502,',1,'
3173,',4502,',1,'
4389,',4502,',1,'
4900,',4502,',1,'
574,',4503,',1,'
3154,',4503,',1,'
3173,',4503,',1,'
4389,',4503,',1,'
574,',4504,',1,'
3440,',4504,',1,'
4389,',4504,',1,'
574,',4505,',1,'
3442,',4505,',1,'
4389,',4505,',1,'
574,',4506,',1,'
3444,',4506,',1,'
4389,',4506,',1,'
574,',4507,',1,'
3173,',4507,',1,'
4389,',4507,',1,'
4958,',4507,',1,'
3490,',4508,',1,'
2260,',4509,',1,'
4111,',4509,',1,'
4743,',4509,',1,'
3041,',4510,',1,'
3065,',4510,',1,'
3065,',4511,',1,'
4044,',4511,',1,'
3065,',4512,',1,'
4882,',4512,',1,'
3065,',4513,',1,'
4370,',4513,',1,'
3065,',4514,',1,'
4914,',4514,',1,'
3065,',4515,',1,'
3842,',4515,',1,'
3065,',4516,',1,'
4458,',4516,',1,'
740,',4517,',1,'
3065,',4517,',1,'
3065,',4518,',1,'
4982,',4518,',1,'
3065,',4519,',1,'
3559,',4519,',1,'
3065,',4520,',1,'
3648,',4520,',1,'
643,',4521,',1,'
4646,',4521,',1,'
643,',4522,',1,'
4044,',4522,',1,'
643,',4523,',1,'
4882,',4523,',1,'
643,',4524,',1,'
4370,',4524,',1,'
643,',4525,',1,'
4914,',4525,',1,'
643,',4526,',1,'
2457,',4526,',1,'
643,',4527,',1,'
3842,',4527,',1,'
643,',4528,',1,'
4458,',4528,',1,'
643,',4529,',1,'
740,',4529,',1,'
643,',4530,',1,'
4982,',4530,',1,'
643,',4531,',1,'
4838,',4531,',1,'
643,',4532,',1,'
3559,',4532,',1,'
643,',4533,',1,'
3648,',4533,',1,'
3040,',4534,',1,'
4044,',4534,',1,'
3040,',4535,',1,'
4882,',4535,',1,'
3040,',4536,',1,'
4370,',4536,',1,'
3040,',4537,',1,'
4914,',4537,',1,'
3040,',4538,',1,'
3842,',4538,',1,'
3040,',4539,',1,'
4458,',4539,',1,'
740,',4540,',1,'
3040,',4540,',1,'
3040,',4541,',1,'
4982,',4541,',1,'
3040,',4542,',1,'
3559,',4542,',1,'
3040,',4543,',1,'
3648,',4543,',1,'
4044,',4544,',1,'
4645,',4544,',1,'
4645,',4545,',1,'
4882,',4545,',1,'
4370,',4546,',1,'
4645,',4546,',1,'
4645,',4547,',1,'
4914,',4547,',1,'
2457,',4548,',1,'
4645,',4548,',1,'
3842,',4549,',1,'
4645,',4549,',1,'
4458,',4550,',1,'
4645,',4550,',1,'
740,',4551,',1,'
4645,',4551,',1,'
4645,',4552,',1,'
4982,',4552,',1,'
4645,',4553,',1,'
4838,',4553,',1,'
3559,',4554,',1,'
4645,',4554,',1,'
3648,',4555,',1,'
4645,',4555,',1,'
4043,',4556,',1,'
4882,',4556,',1,'
4043,',4557,',1,'
4370,',4557,',1,'
4043,',4558,',1,'
4914,',4558,',1,'
2457,',4559,',1,'
4043,',4559,',1,'
4043,',4560,',1,'
4458,',4560,',1,'
740,',4561,',1,'
4043,',4561,',1,'
4043,',4562,',1,'
4982,',4562,',1,'
4043,',4563,',1,'
4838,',4563,',1,'
3559,',4564,',1,'
4043,',4564,',1,'
3648,',4565,',1,'
4043,',4565,',1,'
4370,',4566,',1,'
4881,',4566,',1,'
4881,',4567,',1,'
4914,',4567,',1,'
2457,',4568,',1,'
4881,',4568,',1,'
3842,',4569,',1,'
4881,',4569,',1,'
4458,',4570,',1,'
4881,',4570,',1,'
740,',4571,',1,'
4881,',4571,',1,'
4881,',4572,',1,'
4982,',4572,',1,'
4838,',4573,',1,'
4881,',4573,',1,'
3559,',4574,',1,'
4881,',4574,',1,'
3648,',4575,',1,'
4881,',4575,',1,'
4369,',4576,',1,'
4914,',4576,',1,'
2457,',4577,',1,'
4369,',4577,',1,'
3842,',4578,',1,'
4369,',4578,',1,'
4369,',4579,',1,'
4458,',4579,',1,'
740,',4580,',1,'
4369,',4580,',1,'
4369,',4581,',1,'
4982,',4581,',1,'
4369,',4582,',1,'
4838,',4582,',1,'
3559,',4583,',1,'
4369,',4583,',1,'
3648,',4584,',1,'
4369,',4584,',1,'
2457,',4585,',1,'
4913,',4585,',1,'
3842,',4586,',1,'
4913,',4586,',1,'
4458,',4587,',1,'
4913,',4587,',1,'
740,',4588,',1,'
4913,',4588,',1,'
4913,',4589,',1,'
4982,',4589,',1,'
4838,',4590,',1,'
4913,',4590,',1,'
3559,',4591,',1,'
4913,',4591,',1,'
3648,',4592,',1,'
4913,',4592,',1,'
2456,',4593,',1,'
3842,',4593,',1,'
2456,',4594,',1,'
4458,',4594,',1,'
740,',4595,',1,'
2456,',4595,',1,'
2456,',4596,',1,'
4982,',4596,',1,'
2456,',4597,',1,'
4838,',4597,',1,'
2456,',4598,',1,'
3559,',4598,',1,'
2456,',4599,',1,'
3648,',4599,',1,'
3841,',4600,',1,'
4458,',4600,',1,'
740,',4601,',1,'
3841,',4601,',1,'
3841,',4602,',1,'
4982,',4602,',1,'
3841,',4603,',1,'
4838,',4603,',1,'
3559,',4604,',1,'
3841,',4604,',1,'
3648,',4605,',1,'
3841,',4605,',1,'
740,',4606,',1,'
4457,',4606,',1,'
4457,',4607,',1,'
4982,',4607,',1,'
4457,',4608,',1,'
4838,',4608,',1,'
3559,',4609,',1,'
4457,',4609,',1,'
3648,',4610,',1,'
4457,',4610,',1,'
739,',4611,',1,'
4982,',4611,',1,'
739,',4612,',1,'
4838,',4612,',1,'
739,',4613,',1,'
3559,',4613,',1,'
739,',4614,',1,'
3648,',4614,',1,'
4838,',4615,',1,'
4981,',4615,',1,'
3559,',4616,',1,'
4981,',4616,',1,'
3648,',4617,',1,'
4981,',4617,',1,'
3559,',4618,',1,'
4837,',4618,',1,'
3648,',4619,',1,'
4837,',4619,',1,'
3558,',4620,',1,'
3648,',4620,',1,'
3939,',4621,',1,'
4270,',4621,',1,'
3545,',4622,',1,'
3939,',4622,',1,'
2258,',4623,',1,'
3939,',4623,',1,'
732,',4624,',1,'
4270,',4624,',1,'
732,',4625,',1,'
3545,',4625,',1,'
732,',4626,',1,'
2258,',4626,',1,'
3545,',4627,',1,'
4269,',4627,',1,'
2258,',4628,',1,'
3544,',4628,',1,'
644,',4629,',1,'
3065,',4629,',1,'
4111,',4629,',1,'
3041,',4630,',1,'
3065,',4630,',1,'
4111,',4630,',1,'
3065,',4631,',1,'
4111,',4631,',1,'
4646,',4631,',1,'
3065,',4632,',1,'
4044,',4632,',1,'
4111,',4632,',1,'
3065,',4633,',1,'
4111,',4633,',1,'
4882,',4633,',1,'
3065,',4634,',1,'
4111,',4634,',1,'
4370,',4634,',1,'
3065,',4635,',1,'
4111,',4635,',1,'
4914,',4635,',1,'
2457,',4636,',1,'
3065,',4636,',1,'
4111,',4636,',1,'
3065,',4637,',1,'
3842,',4637,',1,'
4111,',4637,',1,'
3065,',4638,',1,'
4111,',4638,',1,'
4458,',4638,',1,'
740,',4639,',1,'
3065,',4639,',1,'
4111,',4639,',1,'
3065,',4640,',1,'
4111,',4640,',1,'
4982,',4640,',1,'
3065,',4641,',1,'
4111,',4641,',1,'
4838,',4641,',1,'
3065,',4642,',1,'
3559,',4642,',1,'
4111,',4642,',1,'
3065,',4643,',1,'
3648,',4643,',1,'
4111,',4643,',1,'
643,',4644,',1,'
3066,',4644,',1,'
4111,',4644,',1,'
643,',4645,',1,'
4044,',4645,',1,'
4111,',4645,',1,'
643,',4646,',1,'
4111,',4646,',1,'
4882,',4646,',1,'
643,',4647,',1,'
4111,',4647,',1,'
4370,',4647,',1,'
643,',4648,',1,'
4111,',4648,',1,'
4914,',4648,',1,'
643,',4649,',1,'
3842,',4649,',1,'
4111,',4649,',1,'
643,',4650,',1,'
4111,',4650,',1,'
4458,',4650,',1,'
643,',4651,',1,'
4111,',4651,',1,'
4982,',4651,',1,'
643,',4652,',1,'
3559,',4652,',1,'
4111,',4652,',1,'
643,',4653,',1,'
3648,',4653,',1,'
4111,',4653,',1,'
3040,',4654,',1,'
3066,',4654,',1,'
4111,',4654,',1,'
3040,',4655,',1,'
4044,',4655,',1,'
4111,',4655,',1,'
3040,',4656,',1,'
4111,',4656,',1,'
4882,',4656,',1,'
3040,',4657,',1,'
4111,',4657,',1,'
4370,',4657,',1,'
3040,',4658,',1,'
4111,',4658,',1,'
4914,',4658,',1,'
3040,',4659,',1,'
3842,',4659,',1,'
4111,',4659,',1,'
3040,',4660,',1,'
4111,',4660,',1,'
4458,',4660,',1,'
3040,',4661,',1,'
4111,',4661,',1,'
4982,',4661,',1,'
3040,',4662,',1,'
3559,',4662,',1,'
4111,',4662,',1,'
3040,',4663,',1,'
3648,',4663,',1,'
4111,',4663,',1,'
3066,',4664,',1,'
4111,',4664,',1,'
4645,',4664,',1,'
4044,',4665,',1,'
4111,',4665,',1,'
4645,',4665,',1,'
4111,',4666,',1,'
4645,',4666,',1,'
4882,',4666,',1,'
4111,',4667,',1,'
4370,',4667,',1,'
4645,',4667,',1,'
4111,',4668,',1,'
4645,',4668,',1,'
4914,',4668,',1,'
3842,',4669,',1,'
4111,',4669,',1,'
4645,',4669,',1,'
4111,',4670,',1,'
4458,',4670,',1,'
4645,',4670,',1,'
4111,',4671,',1,'
4645,',4671,',1,'
4982,',4671,',1,'
3559,',4672,',1,'
4111,',4672,',1,'
4645,',4672,',1,'
3648,',4673,',1,'
4111,',4673,',1,'
4645,',4673,',1,'
3066,',4674,',1,'
4043,',4674,',1,'
4111,',4674,',1,'
644,',4675,',1,'
4043,',4675,',1,'
4111,',4675,',1,'
3041,',4676,',1,'
4043,',4676,',1,'
4111,',4676,',1,'
4043,',4677,',1,'
4111,',4677,',1,'
4646,',4677,',1,'
4043,',4678,',1,'
4111,',4678,',1,'
4882,',4678,',1,'
4043,',4679,',1,'
4111,',4679,',1,'
4370,',4679,',1,'
4043,',4680,',1,'
4111,',4680,',1,'
4914,',4680,',1,'
2457,',4681,',1,'
4043,',4681,',1,'
4111,',4681,',1,'
3842,',4682,',1,'
4043,',4682,',1,'
4111,',4682,',1,'
4043,',4683,',1,'
4111,',4683,',1,'
4458,',4683,',1,'
740,',4684,',1,'
4043,',4684,',1,'
4111,',4684,',1,'
4043,',4685,',1,'
4111,',4685,',1,'
4982,',4685,',1,'
4043,',4686,',1,'
4111,',4686,',1,'
4838,',4686,',1,'
3559,',4687,',1,'
4043,',4687,',1,'
4111,',4687,',1,'
3648,',4688,',1,'
4043,',4688,',1,'
4111,',4688,',1,'
3066,',4689,',1,'
4111,',4689,',1,'
4881,',4689,',1,'
644,',4690,',1,'
4111,',4690,',1,'
4881,',4690,',1,'
3041,',4691,',1,'
4111,',4691,',1,'
4881,',4691,',1,'
4111,',4692,',1,'
4646,',4692,',1,'
4881,',4692,',1,'
4044,',4693,',1,'
4111,',4693,',1,'
4881,',4693,',1,'
4111,',4694,',1,'
4370,',4694,',1,'
4881,',4694,',1,'
4111,',4695,',1,'
4881,',4695,',1,'
4914,',4695,',1,'
2457,',4696,',1,'
4111,',4696,',1,'
4881,',4696,',1,'
3842,',4697,',1,'
4111,',4697,',1,'
4881,',4697,',1,'
4111,',4698,',1,'
4458,',4698,',1,'
4881,',4698,',1,'
740,',4699,',1,'
4111,',4699,',1,'
4881,',4699,',1,'
4111,',4700,',1,'
4881,',4700,',1,'
4982,',4700,',1,'
4111,',4701,',1,'
4838,',4701,',1,'
4881,',4701,',1,'
3559,',4702,',1,'
4111,',4702,',1,'
4881,',4702,',1,'
3648,',4703,',1,'
4111,',4703,',1,'
4881,',4703,',1,'
3066,',4704,',1,'
4111,',4704,',1,'
4369,',4704,',1,'
644,',4705,',1,'
4111,',4705,',1,'
4369,',4705,',1,'
3041,',4706,',1,'
4111,',4706,',1,'
4369,',4706,',1,'
4111,',4707,',1,'
4369,',4707,',1,'
4646,',4707,',1,'
4044,',4708,',1,'
4111,',4708,',1,'
4369,',4708,',1,'
4111,',4709,',1,'
4369,',4709,',1,'
4882,',4709,',1,'
4111,',4710,',1,'
4369,',4710,',1,'
4914,',4710,',1,'
2457,',4711,',1,'
4111,',4711,',1,'
4369,',4711,',1,'
3842,',4712,',1,'
4111,',4712,',1,'
4369,',4712,',1,'
4111,',4713,',1,'
4369,',4713,',1,'
4458,',4713,',1,'
740,',4714,',1,'
4111,',4714,',1,'
4369,',4714,',1,'
4111,',4715,',1,'
4369,',4715,',1,'
4982,',4715,',1,'
4111,',4716,',1,'
4369,',4716,',1,'
4838,',4716,',1,'
3559,',4717,',1,'
4111,',4717,',1,'
4369,',4717,',1,'
3648,',4718,',1,'
4111,',4718,',1,'
4369,',4718,',1,'
3066,',4719,',1,'
4111,',4719,',1,'
4913,',4719,',1,'
644,',4720,',1,'
4111,',4720,',1,'
4913,',4720,',1,'
3041,',4721,',1,'
4111,',4721,',1,'
4913,',4721,',1,'
4111,',4722,',1,'
4646,',4722,',1,'
4913,',4722,',1,'
4044,',4723,',1,'
4111,',4723,',1,'
4913,',4723,',1,'
4111,',4724,',1,'
4882,',4724,',1,'
4913,',4724,',1,'
4111,',4725,',1,'
4370,',4725,',1,'
4913,',4725,',1,'
2457,',4726,',1,'
4111,',4726,',1,'
4913,',4726,',1,'
3842,',4727,',1,'
4111,',4727,',1,'
4913,',4727,',1,'
4111,',4728,',1,'
4458,',4728,',1,'
4913,',4728,',1,'
740,',4729,',1,'
4111,',4729,',1,'
4913,',4729,',1,'
4111,',4730,',1,'
4913,',4730,',1,'
4982,',4730,',1,'
4111,',4731,',1,'
4838,',4731,',1,'
4913,',4731,',1,'
3559,',4732,',1,'
4111,',4732,',1,'
4913,',4732,',1,'
3648,',4733,',1,'
4111,',4733,',1,'
4913,',4733,',1,'
2456,',4734,',1,'
3066,',4734,',1,'
4111,',4734,',1,'
2456,',4735,',1,'
4044,',4735,',1,'
4111,',4735,',1,'
2456,',4736,',1,'
4111,',4736,',1,'
4882,',4736,',1,'
2456,',4737,',1,'
4111,',4737,',1,'
4370,',4737,',1,'
2456,',4738,',1,'
4111,',4738,',1,'
4914,',4738,',1,'
