rid,Metabolite abbreviation,EHMN ID
2886,fucfuc132galacglcgal14acglcgalgluside_hs[c],[]
2887,fucfuc132galacglcgal14acglcgalgluside_hs[e],[]
2888,fucfuc132galacglcgal14acglcgalgluside_hs[g],[]
2889,fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c],[]
2890,fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e],[]
2891,fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g],[]
2892,fucfucfucgalacglcgal14acglcgalgluside_hs[c],[]
2893,fucfucfucgalacglcgal14acglcgalgluside_hs[e],[]
2894,fucfucfucgalacglcgal14acglcgalgluside_hs[g],[]
2895,fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g],[]
2896,fucfucgalacglcgal14acglcgalgluside_hs[g],[]
2897,fucfucgalacglcgalacglcgal14acglcgalgluside_hs[g],[]
2898,fucfucgalacglcgalgluside_hs[c],[]
2899,fucfucgalacglcgalgluside_hs[e],[]
2900,fucfucgalacglcgalgluside_hs[g],[]
2901,fucgal14acglcgalgluside_hs[c],[]
2902,fucgal14acglcgalgluside_hs[e],[]
2903,fucgal14acglcgalgluside_hs[g],[]
2904,fucgalacgalfuc12gal14acglcgalgluside_hs[g],[]
2905,fucgalacgalfucgalacglcgal14acglcgalgluside_hs[g],[]
2906,fucgalacglc13galacglcgal14acglcgalgluside_hs[g],[]
2907,fucgalacglcgal14acglcgalgluside_hs[g],[]
2908,fucgalacglcgalgluside_hs[g],[]
2909,fucgalfucgalacglcgalgluside_hs[c],[]
2910,fucgalfucgalacglcgalgluside_hs[e],[]
2911,fucgalfucgalacglcgalgluside_hs[g],[]
2912,fucgalgbside_hs[c],[]
2913,fucgalgbside_hs[e],[]
2914,fucgalgbside_hs[g],[]
2915,fum[c],C00122
2916,fum[m],C00122
2917,g1m6masnB1[g],[]
2918,g1m6masnB1[r],[]
2919,g1m7masnB[g],[]
2920,g1m7masnB[r],[]
2921,g1m7masnC[g],[]
2922,g1m7masnC[r],[]
2923,g1m8masn[g],C05875
2924,g1m8masn[r],C05875
2925,g1m8mpdol_L[r],C05870
2926,g1m8mpdol_U[r],[]
2927,g1p[c],C00103
2928,g1p[e],C00103
2929,g2m8masn[g],C05874
2930,g2m8masn[r],C05874
2931,g2m8mpdol_L[r],[]
2932,g2m8mpdol_U[r],[]
2933,g3m8masn[g],C05873
2934,g3m8masn[r],C05873
2935,g3m8mpdol_L[r],[]
2936,g3m8mpdol_U[r],[]
2937,g3p[c],C00661
2938,g3pc[c],C00670
2939,g6p[c],C00092
2940,g6p[r],C00092
2941,ga1_hs[g],[]
2942,ga2_hs[g],[]
2943,gacpail_hs[c],[]
2944,gacpail_hs[r],[]
2945,gal[c],C00984
2946,gal[e],C00984
2947,gal[l],C00124
2948,gal14acglcgalgluside_hs[g],[]
2949,gal1p[c],C00446
2950,galacgalfuc12gal14acglcgalgluside_hs[g],[]
2951,galacgalfucgalacglcgal14acglcgalgluside_hs[g],[]
2952,galacglc13galacglcgal14acglcgalgluside_hs[g],[]
2953,galacglcgal14acglcgalgluside_hs[g],[]
2954,galacglcgalacglcgal14acglcgalgluside_hs[g],[]
2955,galacglcgalgbside_hs[c],[]
2956,galacglcgalgbside_hs[e],[]
2957,galacglcgalgbside_hs[g],[]
2958,galacglcgalgluside_hs[g],[]
2959,galfuc12gal14acglcgalgluside_hs[c],[]
2960,galfuc12gal14acglcgalgluside_hs[e],[]
2961,galfuc12gal14acglcgalgluside_hs[g],[]
2962,galfucgalacglcgal14acglcgalgluside_hs[c],[]
2963,galfucgalacglcgal14acglcgalgluside_hs[e],[]
2964,galfucgalacglcgal14acglcgalgluside_hs[g],[]
2965,galfucgalacglcgalgluside_hs[g],[]
2966,galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[c],[]
2967,galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[e],[]
2968,galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[g],[]
2969,galgalgalthcrm_hs[c],[]
2970,galgalgalthcrm_hs[e],[]
2971,galgalgalthcrm_hs[g],[]
2972,galgalthcrm_hs[g],[]
2973,galgbside_hs[g],[]
2974,galgluside_hs[c],[]
2975,galgluside_hs[g],[]
2976,galgluside_hs[l],[]
2977,galside_hs[c],C02686
2978,galside_hs[e],C02686
2979,galside_hs[g],C02686
2980,galside_hs[l],C02686
2981,galside_hs[n],C02686
2982,galside_hs[r],C02686
2983,galt[c],C01697
2984,galthcrm_hs[g],[]
2985,gam[c],C00329
2986,gam[e],C00329
2987,gam6p[c],C00352
2988,gar[c],C03838
2989,gbside_hs[c],[]
2990,gbside_hs[e],[]
2991,gbside_hs[g],[]
2992,gbside_hs[l],[]
2993,gcald[c],C00266
2994,gcald[m],C00266
2995,gchola[c],C01921
2996,gchola[e],C01921
2997,gchola[x],C01921
2998,gd1a_hs[g],[]
2999,gd1b_hs[g],[]
3000,gd1b2_hs[c],[]
3001,gd1b2_hs[e],[]
3002,gd1b2_hs[g],[]
3003,gd1c_hs[c],[]
3004,gd1c_hs[e],[]
3005,gd1c_hs[g],[]
3006,gd2_hs[g],[]
3007,gd3_hs[c],[]
3008,gd3_hs[g],[]
3009,gdp[c],C00035
3010,gdp[e],C00035
3011,gdp[g],C00035
3012,gdp[m],C00035
3013,gdp[n],C00035
3014,gdpddman[c],C01222
3015,gdpfuc[c],C00325
3016,gdpfuc[g],C00325
3017,gdpmann[c],C00096
3018,ggdp[c],C00353
3019,ggn[c],[]
3020,glac[c],C02670
3021,glac[m],C02670
3022,glac[r],C02670
3023,glc_D[c],C00031
3024,glc_D[e],C00031
3025,glc_D[g],C00031
3026,glc_D[l],C00031
3027,glc_D[r],C00031
3028,glc1man[g],C04147
3029,glc2man[g],[]
3030,glc3man[g],[]
3031,glcn[c],C00257
3032,glcr[c],C00818
3033,glcr[m],C00818
3034,glcur[c],C00191
3035,glcur[e],C00191
3036,glcur[l],C00191
3037,glcur[r],C00191
3038,glcur1p[c],C05385
3039,glgchlo[e],[]
3040,gln_L[c],C00064
3041,gln_L[e],C00064
3042,gln_L[l],C00064
3043,gln_L[m],C00064
3044,gltcho[e],[]
3045,gltdechol[e],[]
3046,glu_L[c],C00025
3047,glu_L[e],C00025
3048,glu_L[l],C00025
3049,glu_L[m],C00025
3050,glu_L[r],C00025
3051,glu5p[m],C03287
3052,glu5sa[c],C01165
3053,glu5sa[m],C01165
3054,gluala[e],C03740
3055,glucys[c],C00669
3056,gluside_hs[c],C01190
3057,gluside_hs[g],C01190
3058,gluside_hs[l],C01190
3059,gluside_hs[r],C01190
3060,glutcoa[c],C00527
3061,glutcoa[m],C00527
3062,glx[c],C00048
3063,glx[m],C00048
3064,glx[x],C00048
3065,gly[c],C00037
3066,gly[e],C00037
3067,gly[l],C00037
3068,gly[m],C00037
3069,gly[x],C00037
3070,glyald[c],C00577
3071,glyald[m],C00577
3072,glyb[c],C00719
3073,glyb[e],C00719
3074,glyb[m],C00719
3075,glyc[c],C00116
3076,glyc[e],C00116
3077,glyc[m],C00116
3078,glyc_R[c],C00258
3079,glyc_R[m],C00258
3080,glyc_S[c],[]
3081,glyc_S[e],[]
3082,glyc3p[c],C00093
3083,glyc3p[m],C00093
3084,glyc3p[x],C00093
3085,glyclt[c],C00160
3086,glyclt[m],C00160
3087,glyclt[x],C00160
3088,glygly[c],C02037
3089,glygly[e],C02037
3090,glygn1[c],[]
3091,glygn2[c],[]
3092,glygn2[e],[]
3093,glygn3[c],[]
3094,glygn4[e],[]
3095,glygn5[e],[]
3096,glyleu[c],C02155
3097,glyleu[e],C02155
3098,glyphe[c],[]
3099,glyphe[e],[]
3100,glypro[c],[]
3101,glypro[e],[]
3102,glysar[c],[]
3103,glysar[e],[]
3104,gm1_hs[g],[]
3105,gm1a_hs[g],[]
3106,gm1b_hs[g],[]
3107,gm2_hs[g],[]
3108,gm2a_hs[g],[]
3109,gm3_hs[g],C04730
3110,gmp[c],C00144
3111,gmp[e],C00144
3112,gmp[g],C00144
3113,gmp[l],C00144
3114,gmp[m],C00144
3115,gmp[n],C00144
3116,gncore1[g],[]
3117,gncore2[g],[]
3118,gp1c_hs[c],[]
3119,gp1c_hs[e],[]
3120,gp1c_hs[g],[]
3121,gp1calpha_hs[c],[]
3122,gp1calpha_hs[e],[]
3123,gp1calpha_hs[g],[]
3124,gpail_hs[c],C04248
3125,gpi_hs[r],[]
3126,gpi_prot_hs[r],[]
3127,gpi_sig[r],[]
3128,gq1b_hs[c],[]
3129,gq1b_hs[e],[]
3130,gq1b_hs[g],[]
3131,gq1balpha_hs[c],[]
3132,gq1balpha_hs[e],[]
3133,gq1balpha_hs[g],[]
3134,gq1c_hs[g],[]
3135,grdp[c],C00341
3136,grdp[x],C00341
3137,gsn[c],C00387
3138,gsn[e],C00387
3139,gsn[l],C00387
3140,gsn[m],C00387
3141,gt1a_hs[c],[]
3142,gt1a_hs[e],[]
3143,gt1a_hs[g],[]
3144,gt1alpha_hs[g],[]
3145,gt1b_hs[g],[]
3146,gt1c_hs[g],[]
3147,gt2_hs[g],[]
3148,gt3_hs[c],[]
3149,gt3_hs[g],[]
3150,gthox[c],C00127
3151,gthox[e],C00127
3152,gthox[m],C00127
3153,gthrd[c],C00051
3154,gthrd[e],C00051
3155,gthrd[m],C00051
3156,gthrd[r],C00051
3157,gthrd[x],C00051
3158,gtp[c],C00044
3159,gtp[e],C00044
3160,gtp[m],C00044
3161,gtp[n],C00044
3162,gua[c],C00242
3163,gua[e],C00242
3164,gudac[c],C00581
3165,gullac[c],C01040
3166,gullac[r],C01040
3167,guln[c],C00800
3168,guln[r],C00800
3169,gum[e],[]
3170,gumdchac[e],[]
3171,gumgchol[e],[]
3172,gumtchol[e],[]
3173,h[c],C00282
3174,h[e],C00282
3175,h[g],C00080
3176,h[l],C00282
3177,h[m],C00080
3178,h[n],C00080
3179,h[r],C00080
3180,h[x],C00080
3181,h2[c],C00282
3182,h2o[c],C00001
3183,h2o[e],C00001
3184,h2o[g],C00001
3185,h2o[l],C00001
3186,h2o[m],C00001
3187,h2o[n],C00001
3188,h2o[r],C00001
3189,h2o[x],C00001
3190,h2o2[c],C00027
3191,h2o2[e],C00027
3192,h2o2[l],C00027
3193,h2o2[m],C00027
3194,h2o2[n],C00027
3195,h2o2[r],C00027
3196,h2o2[x],C00027
3197,ha[e],C00518
3198,ha[l],C00518
3199,ha_deg1[l],[]
3200,ha_pre1[e],C04794
3201,ha_pre1[l],C04794
3202,HC00001[c],[]
3203,HC00001[e],[]
3204,HC00001[l],[]
3205,HC00002[c],[]
3206,HC00002[e],[]
3207,HC00002[l],[]
3208,HC00003[c],[]
3209,HC00003[e],[]
3210,HC00003[l],[]
3211,HC00004[c],[]
3212,HC00004[e],[]
3213,HC00004[l],[]
3214,HC00004[r],[]
3215,HC00005[c],[]
3216,HC00005[l],[]
3217,HC00005[r],[]
3218,HC00006[c],[]
3219,HC00006[r],[]
3220,HC00007[c],[]
3221,HC00007[r],[]
3222,HC00008[c],[]
3223,HC00008[r],[]
3224,HC00009[c],[]
3225,HC00009[l],[]
3226,HC00009[r],[]
3227,HC00229[e],C00252
3228,HC00250[c],C00283
3229,HC00250[e],C00283
3230,HC00319[c],C00383
3231,HC00319[m],C00383
3232,HC00342[c],C00417
3233,HC00342[m],C00417
3234,HC00361[c],C00447
3235,HC00460[c],C00628
3236,HC00576[c],C00884
3237,HC00591[c],C00940
3238,HC00591[m],C00940
3239,HC00617[c],C00996
3240,HC00619[c],C00999
3241,HC00664[c],C01097
3242,HC00682[m],C01136
3243,HC00695[m],C01169
3244,HC00718[c],C01210
3245,HC00822[e],C01674
3246,HC00822[l],C01674
3247,HC00832[c],C01721
3248,HC00900[c],C02170
3249,HC00900[m],C02170
3250,HC00955[e],C02512
3251,HC01007[c],C02838
3252,HC01007[m],C02838
3253,HC01007[x],C02838
3254,HC01104[e],C03360
3255,HC01111[c],C00446
3256,HC01115[c],C03410
3257,HC01118[r],C03428
3258,HC01161[c],[]
3259,HC01162[c],C03691
3260,HC01180[c],C03785
3261,HC01223[m],C04047
3262,HC01231[c],C04079
3263,HC01231[m],C04079
3264,HC01254[c],C04244
3265,HC01255[c],C04246
3266,HC01321[c],C04618
3267,HC01322[c],C04619
3268,HC01323[c],C04620
3269,HC01326[c],C04633
3270,HC01335[c],[]
3271,HC01361[e],C04874
3272,HC01376[m],C05118
3273,HC01377[m],C05119
3274,HC01397[m],C05258
3275,HC01397[x],C05258
3276,HC01399[m],C05260
3277,HC01399[x],C05260
3278,HC01401[m],C05262
3279,HC01401[x],C05262
3280,HC01403[m],C05264
3281,HC01403[x],C05264
3282,HC01405[m],C05266
3283,HC01406[m],C05267
3284,HC01407[m],C05268
3285,HC01408[m],C05269
3286,HC01409[m],C05270
3287,HC01410[m],C05271
3288,HC01412[m],C05273
3289,HC01412[x],C05273
3290,HC01414[x],C05275
3291,HC01415[m],C05276
3292,HC01434[c],C05379
3293,HC01434[m],C05379
3294,HC01434[x],C05379
3295,HC01435[m],C05381
3296,HC01440[e],C05394
3297,HC01441[e],C05396
3298,HC01444[e],C05401
3299,HC01446[e],C05403
3300,HC01459[x],C05450
3301,HC01496[m],C05520
3302,HC01501[c],C05529
3303,HC01522[c],C05585
3304,HC01577[e],C05711
3305,HC01587[c],C05744
3306,HC01588[c],C05745
3307,HC01589[c],C05746
3308,HC01590[c],C05747
3309,HC01591[c],C05748
3310,HC01592[c],C05749
3311,HC01593[c],C05750
3312,HC01594[c],C05751
3313,HC01595[c],C05752
3314,HC01596[c],C05753
3315,HC01597[c],C05754
3316,HC01598[c],C05755
3317,HC01599[c],C05756
3318,HC01600[c],C05757
3319,HC01601[c],C05758
3320,HC01602[c],C05759
3321,HC01603[c],C05760
3322,HC01605[c],C05762
3323,HC01606[c],C05763
3324,HC01609[e],C05766
3325,HC01610[e],C05768
3326,HC01651[c],C05922
3327,HC01651[n],C05922
3328,HC01652[c],C05923
3329,HC01652[n],C05923
3330,HC01668[c],C05983
3331,HC01668[m],C05983
3332,HC01672[c],C05993
3333,HC01700[e],C06114
3334,HC01710[c],C06148
3335,HC01710[n],C06148
3336,HC01712[m],C06157
3337,HC01787[c],C08241
3338,HC01787[e],C08241
3339,HC01797[c],C10905
3340,HC01842[c],C13482
3341,HC01852[c],C00393
3342,HC01852[e],C00393
3343,HC01852[l],C00393
3344,HC01939[c],[]
3345,HC01939[e],[]
3346,HC01939[l],[]
3347,HC01942[c],[]
3348,HC01942[e],[]
3349,HC01942[l],[]
3350,HC01943[c],[]
3351,HC01943[e],[]
3352,HC01943[l],[]
3353,HC01944[c],C05780
3354,HC01944[e],C05780
3355,HC01944[l],C05780
3356,HC01988[c],C04088
3357,HC02020[l],C11251
3358,HC02020[r],C11251
3359,HC02021[r],[]
3360,HC02022[l],[]
3361,HC02022[r],[]
3362,HC02023[l],C14641
3363,HC02023[r],C14641
3364,HC02024[l],C15441
3365,HC02024[r],C15441
3366,HC02025[r],[]
3367,HC02026[r],[]
3368,HC02027[l],[]
3369,HC02027[r],[]
3370,HC02029[c],[]
3371,HC02030[c],[]
3372,HC02031[c],[]
3373,HC02032[c],[]
3374,HC02033[c],[]
3375,HC02036[c],[]
3376,HC02097[c],C16219
3377,HC02098[c],C16220
3378,HC02099[c],C16221
3379,HC02100[l],C03242
3380,HC02100[r],C03242
3381,HC02108[r],C15808
3382,HC02109[r],C15816
3383,HC02110[r],C05103
3384,HC02111[c],[]
3385,HC02111[m],[]
3386,HC02112[c],[]
3387,HC02112[m],[]
3388,HC02112[r],[]
3389,HC02112[x],[]
3390,HC02113[c],[]
3391,HC02113[m],[]
3392,HC02113[r],[]
3393,HC02113[x],[]
3394,HC02114[c],[]
3395,HC02115[c],[]
3396,HC02115[m],[]
3397,HC02116[c],[]
3398,HC02119[c],[]
3399,HC02121[c],C14180
3400,HC02129[c],[]
3401,HC02136[c],[]
3402,HC02147[c],[]
3403,HC02147[m],[]
3404,HC02149[c],C03017
3405,HC02149[m],C03017
3406,HC02150[c],C02862
3407,HC02150[m],C02862
3408,HC02154[c],[]
3409,HC02154[e],[]
3410,HC02160[e],[]
3411,HC02161[e],[]
3412,HC02172[c],C00038
3413,HC02172[e],C00038
3414,HC02175[c],C01571
3415,HC02175[e],C01571
3416,HC02176[e],C02679
3417,HC02179[c],C14748
3418,HC02179[e],C14748
3419,HC02180[c],C05963
3420,HC02180[e],C05963
3421,HC02187[c],C07639
3422,HC02187[e],C07639
3423,HC02191[c],C03990
3424,HC02191[e],C03990
3425,HC02192[c],C02592
3426,HC02192[e],C02592
3427,HC02193[c],C15557
3428,HC02193[e],C15557
3429,HC02194[c],[]
3430,HC02194[e],[]
3431,HC02195[c],[]
3432,HC02195[e],[]
3433,HC02196[c],[]
3434,HC02196[e],[]
3435,HC02197[c],[]
3436,HC02197[e],[]
3437,HC02198[c],C03642
3438,HC02198[e],C03642
3439,HC02199[c],[]
3440,HC02199[e],[]
3441,HC02200[c],[]
3442,HC02200[e],[]
3443,HC02201[c],[]
3444,HC02201[e],[]
3445,HC02202[c],C04685
3446,HC02202[e],C04685
3447,HC02203[c],C05953
3448,HC02203[e],C05953
3449,HC02204[c],C00959
3450,HC02204[e],C00959
3451,HC02205[c],C05954
3452,HC02205[e],C05954
3453,HC02206[c],C04686
3454,HC02206[e],C04686
3455,HC02207[c],C05955
3456,HC02207[e],C05955
3457,HC02208[c],C06438
3458,HC02208[e],C06438
3459,HC02210[c],C13802
3460,HC02210[e],C13802
3461,HC02213[c],C06439
3462,HC02213[e],C06439
3463,HC02214[c],C06475
3464,HC02214[e],C06475
3465,HC02216[c],C02314
3466,HC02216[e],C02314
3467,HC02217[c],C05956
3468,HC02217[e],C05956
3469,HC02220[c],[]
3470,HC02220[e],[]
3471,HC02222[m],[]
3472,HC02223[m],[]
3473,HC02228[c],C06123
3474,HC10852[c],CE0852
3475,HC10852[m],CE0852
3476,HC10852[r],CE0852
3477,HC10854[c],[]
3478,HC10854[m],[]
3479,HC10854[r],[]
3480,HC10855[c],[]
3481,HC10855[r],[]
3482,HC10855[x],[]
3483,HC10856[m],[]
3484,HC10857[m],[]
3485,HC10858[m],[]
3486,HC10859[c],[]
3487,HC10859[m],[]
3488,HC10859[r],[]
3489,HC10859[x],[]
3490,hco3[c],C00288
3491,hco3[e],C00288
3492,hco3[m],C00288
3493,hcoumarin[c],C09315
3494,hcoumarin[e],C09315
3495,hcys_L[c],C05330
3496,hdca[c],C00249
3497,hdca[e],C00249
3498,hdca[l],C00249
3499,hdca[r],C00249
3500,hdca[x],C00249
3501,hdcea[c],CE0850
3502,hdcea[e],CE0850
3503,hdcea[l],CE0850
3504,hdcea[m],CE0850
3505,hdcea[r],CE0850
3506,hdcea[x],CE0850
3507,hdcecrn[c],C02990
3508,hdcecrn[m],C02990
3509,hdcoa[c],[]
3510,hdcoa[m],[]
3511,hdd2coa[c],C05272
3512,hdd2coa[m],C05272
3513,hdd2coa[r],C05272
3514,hdd2coa[x],C05272
3515,hdd2crn[c],[]
3516,hdd2crn[m],[]
3517,hdeACP[c],[]
3518,hedepecoa[m],[]
3519,hepcoa[m],[]
3520,hestratriol[c],C14209
3521,hestratriol[e],C14209
3522,hestratriol[r],C14209
3523,hexc[c],[]
3524,hexc[e],[]
3525,hexccoa[c],[]
3526,hexccoa[m],[]
3527,hexccoa[x],[]
3528,hexccrn[c],[]
3529,hexccrn[m],[]
3530,hexddcoa[m],[]
3531,hexde7coa[x],[]
3532,hexdectecoa[m],[]
3533,hexdectecoa[x],[]
3534,hexdiac[c],C19615
3535,hexdiac[r],C19615
3536,hexdicoa[c],[]
3537,hexdicoa[r],[]
3538,hexdicoa[x],[]
3539,hexdpencoa[x],[]
3540,hexdtrcoa[m],[]
3541,hexe3coa[m],[]
3542,hexe3coa[x],[]
3543,hgentis[c],C00544
3544,his_L[c],C00135
3545,his_L[e],C00135
3546,his_L[l],C00135
3547,his_L[m],C00135
3548,hista[c],C00388
3549,hista[e],C00388
3550,hLkynr[c],C03227
3551,hLkynr[m],C03227
3552,hmbil[c],C01024
3553,hmgcoa[c],C00356
3554,hmgcoa[m],C00356
3555,hmgcoa[r],C00356
3556,hmgcoa[x],C00356
3557,hnifedipine[c],[]
3558,hom_L[c],C00263
3559,hom_L[e],C00263
3560,homoval[c],C05582
3561,homoval[m],C05582
3562,hpdca[c],[]
3563,hpdca[e],[]
3564,hpdcacoa[c],[]
3565,hpdcacoa[m],[]
3566,hpdcacrn[c],[]
3567,hpdcacrn[m],[]
3568,hpyr[c],C00168
3569,hpyr[m],C00168
3570,hpyr[x],C00168
3571,hretn[c],C16677
3572,hretn[n],C16677
3573,hs[l],[]
3574,hs_deg1[l],[]
3575,hs_deg10[l],[]
3576,hs_deg11[l],[]
3577,hs_deg12[l],[]
3578,hs_deg13[l],[]
3579,hs_deg14[l],[]
3580,hs_deg15[l],[]
3581,hs_deg16[l],[]
3582,hs_deg17[l],[]
3583,hs_deg18[l],[]
3584,hs_deg19[l],[]
3585,hs_deg2[l],[]
3586,hs_deg20[l],[]
3587,hs_deg21[l],[]
3588,hs_deg22[l],[]
3589,hs_deg23[l],[]
3590,hs_deg24[l],[]
3591,hs_deg25[l],[]
3592,hs_deg3[l],[]
3593,hs_deg4[l],[]
3594,hs_deg5[l],[]
3595,hs_deg6[l],[]
3596,hs_deg7[l],[]
3597,hs_deg8[l],[]
3598,hs_deg9[l],[]
3599,hs_pre1[g],[]
3600,hs_pre10[g],[]
3601,hs_pre11[g],[]
3602,hs_pre12[g],[]
3603,hs_pre13[g],[]
3604,hs_pre14[g],[]
3605,hs_pre15[g],[]
3606,hs_pre2[g],[]
3607,hs_pre3[g],[]
3608,hs_pre4[g],[]
3609,hs_pre5[g],[]
3610,hs_pre6[g],[]
3611,hs_pre7[g],[]
3612,hs_pre8[g],[]
3613,hs_pre9[g],[]
3614,hspg[e],[]
3615,hspg[g],[]
3616,hspg[l],[]
3617,htaxol[c],[]
3618,htaxol[e],[]
3619,hx2coa[m],C05271
3620,hx2coa[x],C05271
3621,hxan[c],C00262
3622,hxan[e],C00262
3623,hxan[l],C00262
3624,hxan[x],C00262
3625,hxcoa[c],[]
3626,hxcoa[m],[]
3627,hxcoa[x],[]
3628,hxdcal[c],C00517
3629,hxdcal[r],C00517
3630,hyptaur[c],C00519
3631,hyptaur[e],C00519
3632,i[c],C00708
3633,i[e],C00708
3634,ibcoa[m],C00630
3635,icit[c],C00311
3636,icit[m],C00311
3637,icit[x],C00311
3638,id3acald[c],C00637
3639,id3acald[m],C00637
3640,idour[c],C06472
3641,idour[e],C06472
3642,idour[l],C06472
3643,idp[c],C00104
3644,idp[e],C00104
3645,idp[m],C00104
3646,idp[n],C00104
3647,ile_L[c],C00407
3648,ile_L[e],C00407
3649,ile_L[l],C00407
3650,ile_L[m],C00407
3651,im4ac[c],C02835
3652,im4ac[m],C02835
3653,im4act[c],C05130
3654,im4act[m],C05130
3655,imp[c],C00130
3656,imp[e],C00130
3657,imp[m],C00130
3658,ind3ac[c],C00954
3659,ind3ac[m],C00954
3660,inost[c],C00137
3661,inost[e],C00137
3662,inost[g],C00137
3663,inost[r],C00137
3664,ins[c],C00294
3665,ins[e],C00294
3666,ins[l],C00294
3667,ins[m],C00294
3668,iodine[c],C01382
3669,ipdp[c],C00129
3670,ipdp[r],C00129
3671,ipdp[x],C00129
3672,itaccoa[m],C00531
3673,itacon[m],C00490
3674,itp[c],C00081
3675,itp[e],C00081
3676,itp[m],C00081
3677,itp[n],C00081
3678,ivcoa[c],C02939
3679,ivcoa[m],C02939
3680,ivcrn[c],[]
3681,ivcrn[e],[]
3682,k[c],C00238
3683,k[e],C00238
3684,k[g],C00238
3685,kdn[c],[]
3686,kdnp[c],[]
3687,ksi[e],[]
3688,ksi[g],[]
3689,ksi[l],[]
3690,ksi_deg1[e],[]
3691,ksi_deg1[l],[]
3692,ksi_deg10[l],[]
3693,ksi_deg11[l],[]
3694,ksi_deg12[l],[]
3695,ksi_deg13[l],[]
3696,ksi_deg14[l],[]
3697,ksi_deg15[l],[]
3698,ksi_deg16[l],[]
3699,ksi_deg17[l],[]
3700,ksi_deg18[l],[]
3701,ksi_deg19[l],[]
3702,ksi_deg2[l],[]
3703,ksi_deg20[l],[]
3704,ksi_deg21[l],[]
3705,ksi_deg22[l],[]
3706,ksi_deg23[l],[]
3707,ksi_deg24[l],[]
3708,ksi_deg25[l],[]
3709,ksi_deg26[l],[]
3710,ksi_deg27[l],[]
3711,ksi_deg28[l],[]
3712,ksi_deg29[l],[]
3713,ksi_deg3[l],[]
3714,ksi_deg30[l],[]
3715,ksi_deg31[l],[]
3716,ksi_deg32[l],[]
3717,ksi_deg33[l],[]
3718,ksi_deg34[l],[]
3719,ksi_deg35[l],[]
3720,ksi_deg36[l],[]
3721,ksi_deg37[l],[]
3722,ksi_deg38[l],[]
3723,ksi_deg39[l],[]
3724,ksi_deg4[l],[]
3725,ksi_deg40[l],[]
3726,ksi_deg41[l],[]
3727,ksi_deg5[l],[]
3728,ksi_deg6[l],[]
3729,ksi_deg7[l],[]
3730,ksi_deg8[l],[]
3731,ksi_deg9[l],[]
3732,ksi_pre1[g],[]
3733,ksi_pre10[g],[]
3734,ksi_pre11[g],[]
3735,ksi_pre12[g],[]
3736,ksi_pre13[g],[]
3737,ksi_pre14[g],[]
3738,ksi_pre15[g],[]
3739,ksi_pre16[g],[]
3740,ksi_pre17[g],[]
3741,ksi_pre18[g],[]
3742,ksi_pre19[g],[]
3743,ksi_pre2[g],[]
3744,ksi_pre20[g],[]
3745,ksi_pre21[g],[]
3746,ksi_pre22[g],[]
3747,ksi_pre23[g],[]
3748,ksi_pre24[g],[]
3749,ksi_pre25[g],[]
3750,ksi_pre26[g],[]
3751,ksi_pre27[g],[]
3752,ksi_pre28[g],[]
3753,ksi_pre29[g],[]
3754,ksi_pre3[g],[]
3755,ksi_pre30[g],[]
3756,ksi_pre31[g],[]
3757,ksi_pre32[g],[]
3758,ksi_pre33[g],[]
3759,ksi_pre34[g],[]
3760,ksi_pre35[g],[]
3761,ksi_pre36[g],[]
3762,ksi_pre4[g],[]
3763,ksi_pre5[g],[]
3764,ksi_pre6[g],[]
3765,ksi_pre7[g],[]
3766,ksi_pre8[g],[]
3767,ksi_pre9[g],[]
3768,ksii_core2[e],[]
3769,ksii_core2[g],[]
3770,ksii_core2[l],[]
3771,ksii_core2_deg1[l],[]
3772,ksii_core2_deg2[l],[]
3773,ksii_core2_deg3[l],[]
3774,ksii_core2_deg4[l],[]
3775,ksii_core2_deg5[l],[]
3776,ksii_core2_deg6[l],[]
3777,ksii_core2_deg7[l],[]
3778,ksii_core2_deg8[l],[]
3779,ksii_core2_deg9[l],[]
3780,ksii_core2_pre1[g],[]
3781,ksii_core2_pre10[g],[]
3782,ksii_core2_pre2[g],[]
3783,ksii_core2_pre3[g],[]
3784,ksii_core2_pre4[g],[]
3785,ksii_core2_pre5[g],[]
3786,ksii_core2_pre6[g],[]
3787,ksii_core2_pre7[g],[]
3788,ksii_core2_pre8[g],[]
3789,ksii_core2_pre9[g],[]
3790,ksii_core4[e],[]
3791,ksii_core4[g],[]
3792,ksii_core4[l],[]
3793,ksii_core4_deg1[l],[]
3794,ksii_core4_deg2[l],[]
3795,ksii_core4_deg3[l],[]
3796,ksii_core4_deg4[l],[]
3797,ksii_core4_pre1[g],[]
3798,ksii_core4_pre10[g],[]
3799,ksii_core4_pre2[g],[]
3800,ksii_core4_pre3[g],[]
3801,ksii_core4_pre4[g],[]
3802,ksii_core4_pre5[g],[]
3803,ksii_core4_pre6[g],[]
3804,ksii_core4_pre7[g],[]
3805,ksii_core4_pre8[g],[]
3806,ksii_core4_pre9[g],[]
3807,kynate[c],C01717
