compoundExRef_id,compoundExRef_idtype,compoundExRef_idvalue,compound_id,compoundExRef_primary
11143,HepatoNet,HC01990,2356,1
11144,EHMN,C00195,2356,1
11145,CheBI,52639,2357,1
11146,KEGG,C00195,2357,1
11147,HepatoNet,HC01990,2357,1
11148,EHMN,C00195,2357,1
11149,CheBI,52639,2358,1
11150,KEGG,C00195,2358,1
11151,HepatoNet,HC01990,2358,1
11152,EHMN,C00195,2358,1
11153,CheBI,57674,2359,1
11154,KEGG,C02960,2359,1
11155,EHMN,C02960,2359,1
11156,CheBI,57674,2360,1
11157,KEGG,C02960,2360,1
11158,EHMN,C02960,2360,1
11159,CheBI,16347,2361,1
11160,CheBI,11060,2361,0
11161,CheBI,51453,2361,0
11162,KEGG,C15025,2361,1
11163,KEGG,C00318,2361,0
11164,PubChem,10917,2361,1
11165,PubChem,160907,2361,0
11166,PubChem,2724480,2361,0
11167,HepatoNet,HC00270,2361,1
11168,EHMN,C00318,2361,1
11169,HMDB,HMDB00062,2361,1
11170,InChi Key,PHIQHXFUZVPYII-ZCFIWIBFSA-N,2361,1
11171,CheBI,16347,2362,1
11172,CheBI,11060,2362,0
11173,CheBI,51453,2362,0
11174,KEGG,C15025,2362,1
11175,KEGG,C00318,2362,0
11176,PubChem,10917,2362,1
11177,PubChem,160907,2362,0
11178,PubChem,2724480,2362,0
11179,HepatoNet,HC00270,2362,1
11180,EHMN,C00318,2362,1
11181,HMDB,HMDB00062,2362,1
11182,InChi Key,PHIQHXFUZVPYII-ZCFIWIBFSA-N,2362,1
11183,CheBI,16347,2363,1
11184,CheBI,11060,2363,0
11185,CheBI,51453,2363,0
11186,KEGG,C15025,2363,1
11187,KEGG,C00318,2363,0
11188,PubChem,10917,2363,1
11189,PubChem,160907,2363,0
11190,PubChem,2724480,2363,0
11191,HepatoNet,HC00270,2363,1
11192,EHMN,C00318,2363,1
11193,HMDB,HMDB00062,2363,1
11194,InChi Key,PHIQHXFUZVPYII-ZCFIWIBFSA-N,2363,1
11195,CheBI,16347,2364,1
11196,CheBI,11060,2364,0
11197,CheBI,51453,2364,0
11198,KEGG,C15025,2364,1
11199,KEGG,C00318,2364,0
11200,PubChem,10917,2364,1
11201,PubChem,160907,2364,0
11202,PubChem,2724480,2364,0
11203,HepatoNet,HC00270,2364,1
11204,EHMN,C00318,2364,1
11205,HMDB,HMDB00062,2364,1
11206,InChi Key,PHIQHXFUZVPYII-ZCFIWIBFSA-N,2364,1
11207,CheBI,16347,2365,1
11208,CheBI,11060,2365,0
11209,CheBI,51453,2365,0
11210,KEGG,C15025,2365,1
11211,KEGG,C00318,2365,0
11212,PubChem,10917,2365,1
11213,PubChem,160907,2365,0
11214,PubChem,2724480,2365,0
11215,HepatoNet,HC00270,2365,1
11216,EHMN,C00318,2365,1
11217,HMDB,HMDB00062,2365,1
11218,InChi Key,PHIQHXFUZVPYII-ZCFIWIBFSA-N,2365,1
11219,CheBI,16737,2366,1
11220,KEGG,C00791,2366,1
11221,KEGG,D03600,2366,0
11222,PubChem,588,2366,1
11223,HMDB,HMDB00562,2366,1
11224,InChi Key,DDRJAANPRJIHGJ-UHFFFAOYSA-N,2366,1
11225,CheBI,17650,2367,1
11226,KEGG,C00735,2367,1
11227,PubChem,5754,2367,1
11228,EHMN,C00735,2367,1
11229,HMDB,HMDB00063,2367,1
11230,LMSD,LMST02030001,2367,1
11231,InChi Key,JYGXADMDTFJGBT-VWUMJDOOSA-N,2367,1
11232,CheBI,17650,2368,1
11233,KEGG,C00735,2368,1
11234,PubChem,5754,2368,1
11235,EHMN,C00735,2368,1
11236,HMDB,HMDB00063,2368,1
11237,LMSD,LMST02030001,2368,1
11238,InChi Key,JYGXADMDTFJGBT-VWUMJDOOSA-N,2368,1
11239,CheBI,17650,2369,1
11240,KEGG,C00735,2369,1
11241,PubChem,5754,2369,1
11242,EHMN,C00735,2369,1
11243,HMDB,HMDB00063,2369,1
11244,LMSD,LMST02030001,2369,1
11245,InChi Key,JYGXADMDTFJGBT-VWUMJDOOSA-N,2369,1
11246,CheBI,17650,2370,1
11247,KEGG,C00735,2370,1
11248,PubChem,5754,2370,1
11249,EHMN,C00735,2370,1
11250,HMDB,HMDB00063,2370,1
11251,LMSD,LMST02030001,2370,1
11252,InChi Key,JYGXADMDTFJGBT-VWUMJDOOSA-N,2370,1
11253,CheBI,16827,2371,1
11254,KEGG,C02140,2371,1
11255,PubChem,5753,2371,1
11256,EHMN,C02140,2371,1
11257,HMDB,HMDB01547,2371,1
11258,LMSD,LMST02030186,2371,1
11259,InChi Key,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,2371,1
11260,CheBI,16827,2372,1
11261,KEGG,C02140,2372,1
11262,PubChem,5753,2372,1
11263,EHMN,C02140,2372,1
11264,HMDB,HMDB01547,2372,1
11265,LMSD,LMST02030186,2372,1
11266,InChi Key,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,2372,1
11267,CheBI,16827,2373,1
11268,KEGG,C02140,2373,1
11269,PubChem,5753,2373,1
11270,EHMN,C02140,2373,1
11271,HMDB,HMDB01547,2373,1
11272,LMSD,LMST02030186,2373,1
11273,InChi Key,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,2373,1
11274,CheBI,16827,2374,1
11275,KEGG,C02140,2374,1
11276,PubChem,5753,2374,1
11277,EHMN,C02140,2374,1
11278,HMDB,HMDB01547,2374,1
11279,LMSD,LMST02030186,2374,1
11280,InChi Key,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,2374,1
11281,CheBI,28125,2375,1
11282,CheBI,36005,2375,0
11283,KEGG,C06429,2375,1
11284,PubChem,445580,2375,1
11285,HMDB,HMDB02183,2375,1
11286,LMSD,LMFA01030185,2375,1
11287,InChi Key,MBMBGCFOFBJSGT-KUBAVDMBSA-N,2375,1
11288,CheBI,28125,2376,1
11289,CheBI,36005,2376,0
11290,KEGG,C06429,2376,1
11291,PubChem,445580,2376,1
11292,HMDB,HMDB02183,2376,1
11293,LMSD,LMFA01030185,2376,1
11294,InChi Key,MBMBGCFOFBJSGT-KUBAVDMBSA-N,2376,1
11295,KEGG,C04893,2426,1
11296,CheBI,16040,2427,1
11297,KEGG,C00380,2427,1
11298,PubChem,597,2427,1
11299,HMDB,HMDB00630,2427,1
11300,InChi Key,OPTASPLRGRRNAP-UHFFFAOYSA-N,2427,1
11301,CheBI,16040,2428,1
11302,KEGG,C00380,2428,1
11303,PubChem,597,2428,1
11304,HMDB,HMDB00630,2428,1
11305,InChi Key,OPTASPLRGRRNAP-UHFFFAOYSA-N,2428,1
11306,CheBI,17677,2445,1
11307,CheBI,37563,2445,0
11308,KEGG,C00063,2445,1
11309,PubChem,6176,2445,1
11310,PubChem,593,2445,0
11311,PubChem,7058166,2445,0
11312,HepatoNet,HC00066,2445,1
11313,EHMN,C00063,2445,1
11314,HMDB,HMDB00082,2445,1
11315,InChi Key,PCDQPRRSZKQHHS-XVFCMESISA-N,2445,1
11316,CheBI,17677,2446,1
11317,CheBI,37563,2446,0
11318,KEGG,C00063,2446,1
11319,PubChem,6176,2446,1
11320,PubChem,593,2446,0
11321,PubChem,7058166,2446,0
11322,HepatoNet,HC00066,2446,1
11323,EHMN,C00063,2446,1
11324,HMDB,HMDB00082,2446,1
11325,InChi Key,PCDQPRRSZKQHHS-XVFCMESISA-N,2446,1
11326,CheBI,17677,2447,1
11327,CheBI,37563,2447,0
11328,KEGG,C00063,2447,1
11329,PubChem,6176,2447,1
11330,PubChem,593,2447,0
11331,PubChem,7058166,2447,0
11332,HepatoNet,HC00066,2447,1
11333,EHMN,C00063,2447,1
11334,HMDB,HMDB00082,2447,1
11335,InChi Key,PCDQPRRSZKQHHS-XVFCMESISA-N,2447,1
11336,CheBI,17677,2448,1
11337,CheBI,37563,2448,0
11338,KEGG,C00063,2448,1
11339,PubChem,6176,2448,1
11340,PubChem,593,2448,0
11341,PubChem,7058166,2448,0
11342,HepatoNet,HC00066,2448,1
11343,EHMN,C00063,2448,1
11344,HMDB,HMDB00082,2448,1
11345,InChi Key,PCDQPRRSZKQHHS-XVFCMESISA-N,2448,1
11346,CheBI,17514,2449,1
11347,CheBI,18407,2449,0
11348,KEGG,C01326,2449,1
11349,KEGG,C00177,2449,0
11350,PubChem,768,2449,1
11351,PubChem,5975,2449,0
11352,EHMN,C01326,2449,1
11353,HMDB,HMDB02084,2449,1
11354,InChi Key,LELOWRISYMNNSU-UHFFFAOYSA-N,2449,1
11355,CheBI,17514,2450,1
11356,CheBI,18407,2450,0
11357,KEGG,C01326,2450,1
11358,KEGG,C00177,2450,0
11359,PubChem,768,2450,1
11360,PubChem,5975,2450,0
11361,EHMN,C01326,2450,1
11362,HMDB,HMDB02084,2450,1
11363,InChi Key,LELOWRISYMNNSU-UHFFFAOYSA-N,2450,1
11364,CheBI,17514,2451,1
11365,CheBI,18407,2451,0
11366,KEGG,C01326,2451,1
11367,KEGG,C00177,2451,0
11368,PubChem,768,2451,1
11369,PubChem,5975,2451,0
11370,EHMN,C01326,2451,1
11371,HMDB,HMDB02084,2451,1
11372,InChi Key,LELOWRISYMNNSU-UHFFFAOYSA-N,2451,1
11373,CheBI,29195,2452,1
11374,CheBI,28024,2452,0
11375,KEGG,C01417,2452,1
11376,PubChem,540,2452,1
11377,PubChem,105034,2452,0
